object,field,RA,DEC,radius_aper(pixel),uJava,F378,F395,F410,F430,gSDSS,F515,rSDSS,F660,iSDSS,F861,zSDSS,e_uJava,e_F378,e_F395,e_F410,e_F430,e_gSDSS,e_F515,e_rSDSS,e_F660,e_iSDSS,e_F861,e_zSDSS
Bruck 71,MC0115,13.325,-72.76667,50.0,12.526205675609319,12.432631079762293,12.33812102109779,12.269184731947238,12.245198984557785,12.027097939435324,11.891789238355466,11.38413221829038,11.281694583809672,11.005317723923744,10.838103770060927,10.773132555767003,0.1252620567560932,0.12432631079762294,0.12338121021097789,0.12269184731947239,0.12245198984557785,0.12027097939435324,0.11891789238355466,0.11384132218290381,0.11281694583809673,0.11005317723923744,0.10838103770060928,0.10773132555767002
Bruck 72,MC0094,13.3625,-72.68916,50.0,12.689085332409118,12.678860396856647,12.626924660802036,12.540108514294488,12.597282139865282,12.634428745329336,12.628102619751372,12.646317260527878,12.706131738998646,12.564291451239368,12.53470043296619,12.508045973944567,0.12689085332409117,0.12678860396856648,0.12626924660802036,0.12540108514294487,0.12597282139865282,0.12634428745329335,0.12628102619751372,0.12646317260527878,0.12706131738998647,0.12564291451239368,0.1253470043296619,0.12508045973944568
Bruck 74,MC0094,13.49375,-72.200554,55.00000000000001,13.373301617173038,13.338042164201145,13.25121218333356,13.16796585451721,13.208568813481351,13.24699317144484,13.28116200262406,13.353375604215719,13.337531870759808,13.397424760245752,13.510485965805602,13.520013488679416,0.1337330161717304,0.13338042164201144,0.1325121218333356,0.1316796585451721,0.13208568813481353,0.1324699317144484,0.13281162002624058,0.1335337560421572,0.13337531870759808,0.13397424760245752,0.13510485965805602,0.13520013488679417
Bruck 78,MC0094,13.690833,-72.125275,59.99999999999999,12.855342938576076,12.650715175763303,12.569797740382096,12.499596721820604,12.55727823871702,12.639228044809581,12.673385320516571,12.850094617990305,12.914180562533208,13.029279698171653,13.17803056220929,13.197815645530973,0.12855342938576075,0.12650715175763302,0.12569797740382097,0.12499596721820604,0.1255727823871702,0.1263922804480958,0.12673385320516573,0.12850094617990304,0.1291418056253321,0.13029279698171653,0.13178030562209292,0.13197815645530972
Bruck 79,MC0094,13.697917,-72.465836,45.0,12.802949486056274,12.515686434610812,12.36683292888929,12.22775091070441,12.266945572072881,12.309178302894374,12.294165872129211,12.3966520227412,12.408348836972674,12.466473979692566,12.526510789614855,12.518183847636855,0.12802949486056275,0.12515686434610812,0.1236683292888929,0.1222775091070441,0.12266945572072882,0.12309178302894375,0.12294165872129212,0.123966520227412,0.12408348836972674,0.12466473979692566,0.12526510789614856,0.12518183847636855
Bruck 80,MC0115,13.696667,-73.22305,45.0,15.067068289764682,14.68887936371782,14.532813258111526,14.192662461225495,14.171385945049133,13.833794555918251,13.762212438634558,13.437040777856945,13.412174939091749,13.267223514110883,13.22637741811645,13.192422929254773,0.15067068289764682,0.14688879363717822,0.14532813258111527,0.14192662461225497,0.14171385945049134,0.13833794555918252,0.13762212438634558,0.13437040777856946,0.13412174939091748,0.13267223514110885,0.1322637741811645,0.13192422929254774
Bruck 81,MC0094,13.872083,-71.88556,45.0,12.846045231361398,12.459620805159641,12.370307799023056,12.306191814564064,12.350394651888427,12.438224387203203,12.446820168551872,12.58289751045368,12.644306689676718,12.725989081492614,12.785036170151718,12.784215718884823,0.12846045231361397,0.12459620805159642,0.12370307799023056,0.12306191814564064,0.12350394651888427,0.12438224387203203,0.12446820168551873,0.1258289751045368,0.12644306689676718,0.12725989081492614,0.12785036170151717,0.12784215718884823
Bruck 82,MC0094,13.90125,-71.9825,40.0,14.08022005625428,13.909234484129177,13.821464662012946,13.684470837590165,13.694497794400757,13.580676247769834,13.536834056662784,13.283828097645507,13.192863791085756,13.072175379275423,13.010943788279844,12.947744867018525,0.1408022005625428,0.13909234484129177,0.13821464662012947,0.13684470837590165,0.13694497794400756,0.13580676247769835,0.13536834056662783,0.1328382809764551,0.13192863791085757,0.13072175379275425,0.13010943788279844,0.12947744867018524
Bruck 83,MC0115,13.876667,-73.07222,29.999999999999996,15.915001927762773,15.399557218659943,15.176870595383317,14.838712507407308,14.787307797498634,14.511409112671219,14.40276892592729,14.10600553056414,14.077032211518983,13.928774068227396,13.883354165793993,13.822924897553397,0.15915001927762773,0.15399557218659943,0.15176870595383318,0.1483871250740731,0.14787307797498636,0.1451140911267122,0.1440276892592729,0.1410600553056414,0.14077032211518983,0.13928774068227395,0.13883354165793993,0.13822924897553399
Bruck 87,MC0115,14.026667,-73.776665,29.999999999999996,16.10822468249045,15.434729078303473,15.140507723006799,14.916956980853055,14.922291974043434,14.799676642662142,14.760807409340643,14.672061689164316,14.704403570662976,14.658947304782611,14.680411830100837,14.74321409422928,0.16108224682490452,0.15434729078303475,0.151405077230068,0.14916956980853055,0.14922291974043433,0.14799676642662143,0.14760807409340643,0.14672061689164317,0.14704403570662977,0.1465894730478261,0.14680411830100837,0.14743214094229282
[RZ2005] 17,MC0093,9.31625,-72.96222,5.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
[RZ2005] 17,MC0114,9.31625,-72.96222,25.0,15.35285516194353,15.244038048857732,15.203015603065644,15.06270909960396,15.10558330179813,15.064305696791282,15.032970857891005,14.965959098870625,15.04187681597271,14.923625229001734,14.956329093741067,14.912535983467736,0.15352855161943532,0.15244038048857733,0.15203015603065645,0.1506270909960396,0.1510558330179813,0.15064305696791283,0.15032970857891007,0.14965959098870626,0.1504187681597271,0.14923625229001736,0.14956329093741066,0.14912535983467737
Bruck 92,MC0094,14.547917,-72.00166,40.0,13.920711223738461,13.344294789615619,13.142799708469221,13.0499476536001,13.098303986807569,13.15661573489653,13.156276721743987,13.280109517974724,13.396488793802682,13.424683383274383,13.476706861725642,13.47536584983443,0.1392071122373846,0.13344294789615618,0.13142799708469222,0.130499476536001,0.1309830398680757,0.1315661573489653,0.13156276721743987,0.13280109517974725,0.13396488793802683,0.13424683383274383,0.13476706861725643,0.1347536584983443
Bruck 96,MC0094,14.807083,-72.60833,55.00000000000001,14.600408657795555,14.150350878111158,13.879440787979984,13.61901538563757,13.608764464528816,13.435900802848856,13.342316843677587,13.128262208515102,13.059250363491529,12.968491553752862,12.939080608225625,12.902741907711677,0.14600408657795555,0.1415035087811116,0.13879440787979985,0.1361901538563757,0.13608764464528816,0.13435900802848857,0.13342316843677587,0.131282622085151,0.13059250363491529,0.12968491553752862,0.12939080608225625,0.12902741907711676
NoName_6,MC0116,21.30375,-73.25833,20.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NoName_7,MC0117,21.30375,-73.25833,20.0,16.172695229212987,16.043899788547513,16.01549720541852,15.971912529402811,15.955814662050766,16.10099658823682,16.15595995697229,16.382297720061352,16.462680138540687,16.67503244105312,16.92303092385426,16.978289098406012,0.16172695229212988,0.16043899788547514,0.1601549720541852,0.15971912529402812,0.15955814662050766,0.1610099658823682,0.1615595995697229,0.16382297720061353,0.16462680138540686,0.1667503244105312,0.1692303092385426,0.16978289098406013
[BS95] 10,MC0114,9.39125,-73.02472,40.0,18.052381162689656,17.654412822701193,17.457133038953735,17.026796932223963,16.76336480453692,16.046748156476582,16.03175496111576,15.636656951160003,15.766967737988193,15.443908304894006,15.702802088563203,15.617071349743634,0.18052381162689657,0.17654412822701193,0.17457133038953734,0.17026796932223964,0.1676336480453692,0.1604674815647658,0.1603175496111576,0.15636656951160002,0.15766967737988194,0.15443908304894005,0.15702802088563203,0.15617071349743636
[BS95] 102,MC0115,15.311667,-73.795,29.999999999999996,16.995132321233875,16.410155551908055,16.22225341392247,15.76127043743842,15.868038984669782,15.663346017203484,15.665488178311117,15.52611742506773,15.581574678294825,15.57479350062026,15.627909592438225,15.663136129589825,0.16995132321233875,0.16410155551908054,0.1622225341392247,0.1576127043743842,0.15868038984669783,0.15663346017203483,0.15665488178311118,0.1552611742506773,0.15581574678294824,0.1557479350062026,0.15627909592438224,0.15663136129589825
[BS95] 116,MC0072,16.029167,-71.325836,70.0,18.644905673926054,16.760369862655004,17.046340115737557,16.207929546069437,15.606097039246057,15.07982566478562,15.012507192812654,14.464151492916141,14.376778873054066,14.227944213847655,14.188954053646688,14.130329180005708,0.18644905673926054,0.16760369862655006,0.17046340115737557,0.16207929546069438,0.15606097039246059,0.1507982566478562,0.15012507192812655,0.1446415149291614,0.14376778873054066,0.14227944213847654,0.14188954053646688,0.14130329180005707
[BS95] 12,MC0114,9.772917,-73.936386,20.0,17.12962797626327,16.809767720353655,16.565684944345985,16.499144723212446,16.51228670924879,16.5337525543768,16.58192212498939,16.601793949564282,16.664070751542063,16.70506243080174,17.09919755653364,17.123430512111263,0.1712962797626327,0.16809767720353655,0.16565684944345985,0.16499144723212447,0.1651228670924879,0.16533752554376802,0.1658192212498939,0.16601793949564284,0.16664070751542062,0.1670506243080174,0.17099197556533638,0.17123430512111262
[BS95] 12,MC0134,9.772917,-73.936386,5.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
[BS95] 122,MC0115,16.079166,-73.17528,20.0,17.239153654076574,16.89918156144328,16.481157930962134,16.423471891713337,16.509180803523535,16.392752515488148,16.52480035775593,16.49328534553416,16.618459419583207,16.726703654211907,16.914639228980317,16.926646361310244,0.17239153654076575,0.16899181561443283,0.16481157930962134,0.16423471891713337,0.16509180803523535,0.1639275251548815,0.16524800357755928,0.16493285345534162,0.16618459419583206,0.16726703654211908,0.16914639228980316,0.16926646361310244
[BS95] 126,MC0072,16.1975,-71.541664,35.0,17.667233051080114,17.231823804991507,16.7420361226308,16.659284445778333,16.548124482773336,16.4571992724611,16.371790403062718,16.345709713943794,16.371654722577198,16.399702650278346,16.36158227564882,16.36135665250393,0.17667233051080114,0.17231823804991506,0.16742036122630802,0.16659284445778333,0.16548124482773335,0.164571992724611,0.1637179040306272,0.16345709713943796,0.16371654722577197,0.16399702650278347,0.16361582275648823,0.1636135665250393
[BS95] 128,MC0115,16.394583,-73.48778,59.99999999999999,15.240500054633424,14.864406520021742,14.533481511793592,14.355067657036365,14.400830346282909,14.205968520604758,14.191340869212706,13.999272217502234,13.988135719507085,13.963542328827872,13.969884953454645,13.993699016118414,0.15240500054633424,0.14864406520021742,0.14533481511793592,0.14355067657036366,0.14400830346282908,0.1420596852060476,0.14191340869212707,0.13999272217502234,0.13988135719507086,0.13963542328827871,0.13969884953454645,0.13993699016118416
[BS95] 128,MC0116,16.394583,-73.48778,59.99999999999999,15.341037294663469,14.859711132512597,14.5696497521112,14.392326708344076,14.381076470796227,14.19971198457744,14.128759434193302,13.962952830447916,13.977984020627261,13.91531837099164,13.938249194897626,13.950807902633032,0.1534103729466347,0.14859711132512599,0.145696497521112,0.14392326708344075,0.14381076470796228,0.1419971198457744,0.14128759434193303,0.13962952830447917,0.13977984020627263,0.13915318370991642,0.13938249194897626,0.13950807902633033
[BS95] 131,MC0095,16.4975,-72.34055,29.999999999999996,15.2246160442139,14.85972797196737,14.551902315911782,14.308367661602613,14.284574129229846,14.0915791800958,14.00034764786601,13.772173899626075,13.75479231092851,13.60716516857436,13.55757619845197,13.511089121957983,0.15224616044213898,0.1485972797196737,0.14551902315911783,0.14308367661602614,0.14284574129229846,0.140915791800958,0.1400034764786601,0.13772173899626075,0.1375479231092851,0.13607165168574362,0.1355757619845197,0.13511089121957984
[BS95] 138,MC0095,16.81625,-72.1025,75.0,14.200282029749205,14.047921237622985,13.940034878433963,13.69354326286435,13.607474216602894,13.281501545952125,13.173399608120306,12.697586508005744,12.596258389344225,12.368228071810218,12.279540289873355,12.212838198066024,0.14200282029749206,0.14047921237622985,0.13940034878433963,0.13693543262864352,0.13607474216602894,0.13281501545952126,0.13173399608120306,0.12697586508005743,0.12596258389344225,0.12368228071810218,0.12279540289873354,0.12212838198066024
[BS95] 146,MC0095,17.767082,-72.35083,25.0,14.613681909615835,14.303562738398444,14.264444958231664,13.8454175333253,13.762233119612372,13.529896041328172,13.39626983327333,13.177439850827728,13.124288268258887,13.046010117301522,13.047728691656893,13.019396661698703,0.14613681909615836,0.14303562738398445,0.14264444958231665,0.138454175333253,0.13762233119612372,0.1352989604132817,0.1339626983327333,0.13177439850827727,0.13124288268258888,0.13046010117301524,0.13047728691656893,0.13019396661698704
[BS95] 16,MC0114,10.745417,-73.168335,29.999999999999996,15.16273968871738,14.524273198171445,14.174359655556096,13.98539344548651,14.011269765088237,13.987826002689523,13.952226263392138,13.94553770252952,14.042786433168,13.99628796357894,14.057338515542105,14.03094415284225,0.1516273968871738,0.14524273198171445,0.14174359655556096,0.1398539344548651,0.14011269765088238,0.13987826002689524,0.1395222626339214,0.1394553770252952,0.14042786433168,0.1399628796357894,0.14057338515542106,0.1403094415284225
OGLE-CL SMC  291,MC0116,21.0625,-73.16778,29.999999999999996,14.608567847021051,14.40644408095029,14.654760463475403,14.654085340543084,14.68519756816352,14.777145150801955,14.824098618507243,14.739485420690754,13.966480654572866,14.973858183445316,15.104979190135019,15.054960111550361,0.1460856784702105,0.1440644408095029,0.14654760463475403,0.14654085340543085,0.14685197568163522,0.14777145150801954,0.14824098618507242,0.14739485420690754,0.13966480654572866,0.14973858183445315,0.1510497919013502,0.1505496011155036
[BS95] 254,MC0094,13.215417,-72.73639,29.999999999999996,11.995333359040774,11.91046092639352,11.932210666775905,11.901526083299096,11.947351397877872,12.098033464012241,12.081644736875482,12.324012842279851,12.372570377353455,12.493229080700173,12.62129566183802,12.6496160400038,0.11995333359040775,0.11910460926393521,0.11932210666775905,0.11901526083299097,0.11947351397877873,0.12098033464012241,0.12081644736875483,0.12324012842279851,0.12372570377353455,0.12493229080700173,0.12621295661838022,0.126496160400038
[BS95] 254,MC0115,13.215417,-72.73639,29.999999999999996,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
[BS95] 255,MC0115,13.228333,-73.02889,25.0,17.205397994453183,16.268920183570863,15.979572123854956,15.772887476895635,15.712245074909724,15.332502079241163,15.303212581215488,14.956179946077015,14.938921856589765,14.790482243902906,14.739313849511058,14.682039255366913,0.17205397994453184,0.16268920183570865,0.15979572123854957,0.15772887476895636,0.15712245074909725,0.15332502079241164,0.1530321258121549,0.14956179946077014,0.14938921856589765,0.14790482243902905,0.14739313849511057,0.14682039255366913
[BS95] 259,MC0094,13.731667,-72.44611,29.999999999999996,13.936553828913555,13.841359851503377,13.80483131135785,13.734610191366706,13.789408920058527,13.880213574101333,13.908767376116586,14.084569285648545,14.041084263694056,14.251695446339456,14.441641036572609,14.456064923363,0.13936553828913556,0.13841359851503376,0.1380483131135785,0.13734610191366706,0.13789408920058527,0.13880213574101333,0.13908767376116588,0.14084569285648546,0.14041084263694056,0.14251695446339457,0.14441641036572608,0.14456064923363
[BS95] 276,MC0095,17.523333,-72.736946,45.0,14.819943160540095,14.371543856250675,14.093545825325265,13.852877095405546,13.859668677496737,13.751194866802697,13.702649224832909,13.557421972420338,13.544126699614562,13.45519590316147,13.467156809494945,13.421000126339681,0.14819943160540094,0.14371543856250676,0.14093545825325265,0.13852877095405547,0.13859668677496736,0.13751194866802696,0.13702649224832908,0.1355742197242034,0.13544126699614562,0.1345519590316147,0.13467156809494946,0.13421000126339683
[BS95] 277,MC0095,18.49375,-72.14778,29.999999999999996,15.764652231566549,15.722602397205508,15.612212256578271,15.572157800065241,15.584984036213125,15.69492245832146,15.793177349753204,15.890018590289685,15.906983337262982,16.018248512545547,16.291418416197928,16.28291734638753,0.1576465223156655,0.15722602397205507,0.1561221225657827,0.15572157800065242,0.15584984036213126,0.1569492245832146,0.15793177349753204,0.15890018590289687,0.15906983337262984,0.16018248512545546,0.16291418416197928,0.16282917346387532
[BS95] 280,MC0095,18.839582,-72.35028,20.0,17.010226499215243,16.93005598561973,16.723830708354377,16.484609267660325,16.59007587715652,16.412315903883147,16.32126057099785,16.0750579922642,16.006397963520687,15.815158014337634,15.743265954451681,15.686120980261325,0.17010226499215242,0.16930055985619732,0.16723830708354379,0.16484609267660325,0.16590075877156518,0.16412315903883148,0.1632126057099785,0.160750579922642,0.16006397963520688,0.15815158014337635,0.15743265954451682,0.15686120980261326
OGLE-CL SMC  287,MC0116,21.376667,-73.38861,29.999999999999996,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
OGLE-CL SMC  287,MC0117,21.376667,-73.38861,29.999999999999996,14.69406440924031,14.619894678975875,14.605620231640202,14.529947755133435,14.611139179777966,14.74995001838112,14.771196941476123,15.048183712836348,15.466206829016532,15.353233794913407,15.602903844800881,15.642344925568086,0.1469406440924031,0.14619894678975875,0.146056202316402,0.14529947755133435,0.14611139179777966,0.14749950018381122,0.14771196941476125,0.1504818371283635,0.15466206829016532,0.15353233794913407,0.1560290384480088,0.15642344925568086
[BS95] 30,MC0114,11.399583,-73.480835,25.0,16.681974339299504,16.2685744277394,16.165028499149805,15.762983687509948,15.707351223603208,15.25014629763418,15.088013915891441,14.639313269181573,14.55865264015926,14.375908377831596,14.341013278505464,14.28125183974234,0.16681974339299505,0.162685744277394,0.16165028499149806,0.1576298368750995,0.15707351223603208,0.1525014629763418,0.1508801391589144,0.14639313269181572,0.1455865264015926,0.14375908377831598,0.14341013278505466,0.1428125183974234
[BS95] 39,MC0115,12.55,-73.34805,25.0,13.160655831001986,13.110117834038409,13.120094488047435,13.06564215914052,13.111858635019129,13.177928256246641,13.163124864962441,13.258792657740095,13.302173006833918,13.376627049360884,13.438757479176882,13.435247334748459,0.13160655831001986,0.1311011783403841,0.13120094488047435,0.1306564215914052,0.1311185863501913,0.1317792825624664,0.13163124864962442,0.13258792657740096,0.13302173006833917,0.13376627049360884,0.13438757479176883,0.1343524733474846
[BS95] 41,MC0115,12.275,-73.352776,29.999999999999996,14.579904286790256,14.237697255919326,14.086144297212147,13.925637570584954,13.93043362595941,13.87949281434457,13.833310956864825,13.74115296918506,13.77132186563389,13.739841799831703,13.72794220826146,13.701846071893055,0.14579904286790257,0.14237697255919327,0.14086144297212147,0.13925637570584953,0.1393043362595941,0.1387949281434457,0.13833310956864825,0.1374115296918506,0.1377132186563389,0.13739841799831704,0.1372794220826146,0.13701846071893056
[BS95] 43,MC0115,12.3075,-73.3675,40.0,13.873286127192706,13.710204885497172,13.641039571364724,13.524629160404748,13.529564335592774,13.479898567755866,13.433486853138328,13.355202831809411,13.31568691074713,13.365447762904887,13.393539468298114,13.414819511158406,0.13873286127192708,0.1371020488549717,0.13641039571364724,0.1352462916040475,0.13529564335592775,0.13479898567755866,0.1343348685313833,0.13355202831809412,0.13315686910747132,0.1336544776290489,0.13393539468298113,0.13414819511158407
[BS95] 46,MC0094,12.658333,-72.97722,5.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
[BS95] 46,MC0115,12.658333,-72.97722,29.999999999999996,14.741751703246003,14.101950229243133,13.870933651669102,13.62629847053283,13.60602903185054,13.443566913503018,13.332909724371248,13.092204507898414,13.065698069207361,12.937534631967745,12.839671258275358,12.807031270391413,0.14741751703246003,0.14101950229243135,0.138709336516691,0.1362629847053283,0.1360602903185054,0.1344356691350302,0.13332909724371247,0.13092204507898414,0.1306569806920736,0.12937534631967745,0.1283967125827536,0.12807031270391414
[BS95] 5,MC0114,7.59375,-73.33444,25.0,16.44963416136674,16.22022935633225,16.16800251384402,16.0300236994907,16.02262394054143,15.942166112409314,15.910677441789865,15.740224358479455,15.709310529626325,15.655761034322582,15.68075972412526,15.662982147992425,0.16449634161366739,0.1622022935633225,0.1616800251384402,0.16030023699490703,0.1602262394054143,0.15942166112409314,0.15910677441789864,0.15740224358479457,0.15709310529626325,0.15655761034322582,0.1568075972412526,0.15662982147992424
[BS95] 56,MC0094,13.056667,-73.003334,5.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
[BS95] 56,MC0115,13.056667,-73.003334,40.0,14.61505768011723,14.140425517330137,14.022936740651321,13.815754495272294,13.823767061581758,13.696520642497784,13.674275619825078,13.542373797567013,13.562103846110588,13.504218532066801,13.51902665355315,13.47880839752926,0.1461505768011723,0.14140425517330138,0.1402293674065132,0.13815754495272295,0.1382376706158176,0.13696520642497784,0.1367427561982508,0.13542373797567014,0.13562103846110588,0.135042185320668,0.1351902665355315,0.1347880839752926
[BS95] 57,MC0115,13.136667,-73.03361,20.0,14.47457134094916,13.758113904641148,13.565976757342538,13.450798783878442,13.468855738993692,13.527981171436554,13.496970463588474,13.593359504497581,13.681267104731855,13.738238196272633,13.776255560613706,13.771211794490103,0.1447457134094916,0.13758113904641148,0.13565976757342538,0.13450798783878443,0.13468855738993693,0.13527981171436554,0.13496970463588473,0.13593359504497582,0.13681267104731856,0.13738238196272634,0.13776255560613707,0.13771211794490104
[BS95] 58,MC0115,13.147083,-73.3825,40.0,15.799548590533298,15.57524739070958,15.560256779538335,15.195561597643394,15.168006460941674,14.788111562083412,14.790564212572932,14.461661805325678,14.522010064592134,14.296528466969963,14.315011091938963,14.266137572492111,0.157995485905333,0.1557524739070958,0.15560256779538337,0.15195561597643395,0.15168006460941674,0.1478811156208341,0.14790564212572932,0.1446166180532568,0.14522010064592134,0.14296528466969963,0.14315011091938964,0.1426613757249211
[BS95] 60,MC0094,13.1775,-72.925,45.0,14.116062331001226,13.82332984425652,13.694653112810391,13.565804919224284,13.651071398924051,13.600903859422745,13.616801593314255,13.54092680441321,13.543697306719562,13.549276792693963,13.616337436233119,13.588556746122004,0.14116062331001225,0.1382332984425652,0.13694653112810393,0.13565804919224284,0.1365107139892405,0.13600903859422744,0.13616801593314257,0.13540926804413211,0.13543697306719563,0.13549276792693962,0.1361633743623312,0.13588556746122005
[BS95] 60,MC0115,13.1775,-72.925,45.0,14.1140349686173,13.807694899992855,13.662126469112085,13.505909742824315,13.527266817468576,13.447524621638154,13.424203286050325,13.363097506114011,13.403328112123003,13.3814111474872,13.44042232923764,13.392907847185436,0.141140349686173,0.13807694899992856,0.13662126469112085,0.13505909742824315,0.13527266817468575,0.13447524621638154,0.13424203286050326,0.1336309750611401,0.13403328112123003,0.133814111474872,0.1344042232923764,0.13392907847185437
[BS95] 63,MC0115,13.195833,-73.406944,29.999999999999996,15.53142123627235,15.175585534552635,14.992615105279853,14.726874894582153,14.719108190233293,14.422406375984274,14.353072311575094,14.074547891104249,14.069342833084624,13.922424394300872,13.88447591462699,13.838462550768607,0.1553142123627235,0.15175585534552635,0.14992615105279852,0.14726874894582154,0.14719108190233293,0.14422406375984273,0.14353072311575094,0.1407454789110425,0.14069342833084625,0.13922424394300872,0.1388447591462699,0.13838462550768607
[BS95] 76,MC0094,13.907083,-71.92028,29.999999999999996,14.88666285995483,14.70054906459476,14.516375817099908,14.41304403940757,14.482167092126126,14.569542193591829,14.60923424603309,14.801561481412215,14.912940204795156,15.032373404132851,15.213163509828444,15.251263022297113,0.1488666285995483,0.14700549064594762,0.14516375817099908,0.14413044039407572,0.14482167092126128,0.1456954219359183,0.1460923424603309,0.14801561481412215,0.14912940204795155,0.1503237340413285,0.15213163509828445,0.15251263022297112
[BS95] 81,MC0094,14.107917,-72.49722,35.0,15.644536743775781,15.526939234070758,15.296061521725385,14.830259315275478,14.793490704935513,14.47934290583084,14.364263927242632,14.091180611569714,14.059960175892453,13.927438091951377,13.92650034525198,13.900417308518994,0.1564453674377578,0.15526939234070758,0.15296061521725385,0.1483025931527548,0.14793490704935514,0.14479342905830841,0.14364263927242632,0.14091180611569715,0.14059960175892453,0.13927438091951377,0.1392650034525198,0.13900417308518995
[BS95] 82,MC0094,14.12125,-72.54528,35.0,16.577107665871033,16.115531741650592,15.908392764019332,15.527641002947197,15.471118141953585,15.085010275852635,14.970464589150355,14.611067157801584,14.548052834763109,14.36879830140252,14.327197866692892,14.321371277233645,0.16577107665871033,0.16115531741650593,0.15908392764019333,0.15527641002947198,0.15471118141953585,0.15085010275852637,0.14970464589150356,0.14611067157801583,0.1454805283476311,0.14368798301402522,0.14327197866692892,0.14321371277233647
[BS95] 93,MC0094,14.909583,-71.73778,25.0,14.798924205734366,14.847922768605066,14.784619974943173,14.78570377353825,14.843397484281898,14.94500786141585,14.983500044931484,15.214674593023052,15.460850298911854,15.52149886664079,15.758191888267906,15.84288494517046,0.14798924205734365,0.14847922768605068,0.14784619974943172,0.1478570377353825,0.14843397484281898,0.1494500786141585,0.14983500044931483,0.15214674593023053,0.15460850298911855,0.1552149886664079,0.15758191888267906,0.1584288494517046
[BGB2018] SMC-NUV-668,MC0114,10.0575,-73.85667,65.0,15.00253928783709,14.611801863324693,14.428898025287614,13.921351072995755,13.81482267983125,13.387559340040362,13.290737726548437,12.82952560512764,12.761585273851775,12.592709344400088,12.561735653599603,12.548197894899616,0.1500253928783709,0.14611801863324694,0.14428898025287615,0.13921351072995755,0.1381482267983125,0.13387559340040361,0.13290737726548438,0.1282952560512764,0.12761585273851775,0.12592709344400088,0.12561735653599604,0.12548197894899615
[H86] 101,MC0094,12.13375,-72.761665,29.999999999999996,15.609939415043911,15.32841757230739,15.119706537330895,14.8707484256472,14.886382930265885,14.728640741743067,14.681430073929246,14.483989361433618,14.470355533174796,14.329033224888216,14.322387197555715,14.280268203052115,0.1560993941504391,0.1532841757230739,0.15119706537330896,0.148707484256472,0.14886382930265885,0.14728640741743068,0.14681430073929247,0.1448398936143362,0.14470355533174797,0.14329033224888216,0.14322387197555717,0.14280268203052116
[H86] 102,MC0115,12.36125,-73.53167,29.999999999999996,16.518975644944394,16.00716896468416,15.756856158019406,15.499374540993408,15.399100522796514,15.197025649745015,15.19855015806991,14.916302896169427,14.929416080745423,14.775562874290763,14.735975143935274,14.690765806672966,0.16518975644944395,0.1600716896468416,0.15756856158019406,0.15499374540993408,0.15399100522796513,0.15197025649745016,0.1519855015806991,0.14916302896169428,0.14929416080745422,0.14775562874290762,0.14735975143935273,0.14690765806672965
[H86] 103,MC0115,12.270833,-73.05111,29.999999999999996,14.73170081788121,14.512034258789694,14.426976819833278,14.265568488606412,14.246144744176524,14.1066290510627,14.049320271861045,13.733150011442747,13.651915268597005,13.432814598548026,13.284460101379606,13.221519252529097,0.1473170081788121,0.14512034258789694,0.1442697681983328,0.14265568488606412,0.14246144744176525,0.141066290510627,0.14049320271861046,0.1373315001144275,0.13651915268597006,0.13432814598548026,0.13284460101379605,0.13221519252529096
[H86] 104,MC0115,12.300417,-73.10833,25.0,18.571700748660042,18.094224525390203,17.39396801960804,16.522022559341437,16.477477958290116,15.887254703886498,15.68320305892399,15.18725969803648,15.07499302281462,14.620032018730733,14.303012089409727,14.243295481110568,0.18571700748660042,0.18094224525390204,0.1739396801960804,0.16522022559341437,0.16477477958290115,0.15887254703886497,0.1568320305892399,0.1518725969803648,0.1507499302281462,0.14620032018730733,0.14303012089409728,0.14243295481110568
[H86] 105,MC0115,12.744583,-73.50222,25.0,15.84587557206201,15.437644799856095,15.18475178009074,14.899199584732177,14.917627747712126,14.735327840437966,14.646918273774018,14.459243395941366,14.507069447621447,14.332576619730908,14.2798677668146,14.243996159483629,0.1584587557206201,0.15437644799856096,0.1518475178009074,0.14899199584732178,0.14917627747712126,0.14735327840437967,0.14646918273774018,0.14459243395941365,0.14507069447621448,0.14332576619730908,0.142798677668146,0.1424399615948363
