ID,Nvis,Loc,RAJ2000,DEJ2000,SNR,SaFlag,HRV,e_HRV,s_HRV,errHRV,f_Teff,Teff,e_Teff,f_logg,logg,e_logg,f_Vmicro,Vmicro,Vmacro,f_Vsini,Vsini,f_[M/H],[M/H],e_[M/H],f_[a/M],[a/M],e_[a/M],Chi2,TClass,AFlag,f_[C/Fe],[C/Fe],e_[C/Fe],f_[CI/Fe],[CI/Fe],e_[CI/Fe],f_[N/Fe],[N/Fe],e_[N/Fe],f_[O/Fe],[O/Fe],e_[O/Fe],f_[Na/Fe],[Na/Fe],e_[Na/Fe],f_[Mg/Fe],[Mg/Fe],e_[Mg/Fe],f_[Al/Fe],[Al/Fe],e_[Al/Fe],f_[Si/Fe],[Si/Fe],e_[Si/Fe],f_[P/Fe],[P/Fe],e_[P/Fe],f_[S/Fe],[S/Fe],e_[S/Fe],f_[K/Fe],[K/Fe],e_[K/Fe],f_[Ca/Fe],[Ca/Fe],e_[Ca/Fe],f_[Ti/Fe],[Ti/Fe],e_[Ti/Fe],f_[TiII/Fe],[TiII/Fe],e_[TiII/Fe],f_[V/Fe],[V/Fe],e_[V/Fe],f_[Cr/Fe],[Cr/Fe],e_[Cr/Fe],f_[Mn/Fe],[Mn/Fe],e_[Mn/Fe],f_[Fe/H],[Fe/H],e_[Fe/H],f_[Co/Fe],[Co/Fe],e_[Co/Fe],f_[Ni/Fe],[Ni/Fe],e_[Ni/Fe],f_[Cu/Fe],[Cu/Fe],e_[Cu/Fe],f_[Ce/Fe],[Ce/Fe],e_[Ce/Fe],Gaia,pmRA,pmDE,GAL_LON,GAL_LAT,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra_x,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist
2M04591866-6004594,1,5795,74.827778,-60.083183,82.2493,0,218.022003,0.060219,0.0,0.060219,0,4700.193,120.649,33554432,1.7478,0.079,0,1.725997,6.608627,65536,,0,-1.374261,0.0196104,0,0.120779,0.021136,1.65261,GKg_a,0,0,-0.36243,0.053647,0,-0.5895,0.076534,0,0.044626,0.078143,0,0.229605,0.047287,0,1.589996,0.157707,0,0.135412,0.032222,0,-0.393872,0.040577,0,0.135972,0.028927,0,1.380387,0.199172,0,0.552174,0.138237,0,-0.26101,0.128283,0,0.311248,0.071594,257,,,0,-0.147275,0.137978,0,0.230463,0.185483,0,-0.286802,0.146579,0,-0.760796,0.079555,0,-1.356462,0.02114,0,-0.045328,0.157941,0,-0.156468,0.054711,0,0.122707,0.152893,131337,,,4761697926019279232,2.23,-0.698,269.4081052781341,-37.14451287735482,74.82782767486,-60.08319801737,2.987E-4,2.607E-4,141.27,4761697926019279232,74.82784789948,0.0133,-60.08320099362,0.0132,0.0306,0.0136,2.2478,2.366,2.27,0.017,-0.67,0.018,301,0.1812,301.77,0.0,0.0,31,,,23,1.006,false,42049.5,8.17824,14.127965,18788.1,20.4891,14.653834,33211.6,13.444671,1.237,1.209164,,,0,,,,,500689685,,0.002763,0.003031,0.003866,14.127965,0.002763,42049.5,-0.001,0.2762,0.2844,-0.1323,0.104296
2M05033759-5932344,1,5795,75.906661,-59.542912,152.961,0,303.928986,0.032217,0.0,0.032217,512,4248.304,95.322,33554944,0.6704,0.0884,0,2.357382,9.490685,65536,,0,-1.992862,0.0206187,0,0.295899,0.023557,2.15625,GKg_c,0,0,-0.54601,0.047016,0,0.021241,0.06858,0,0.50251,0.068644,0,0.288305,0.035033,0,0.303346,0.157364,0,0.332422,0.032946,0,-0.356171,0.031522,0,0.251482,0.027236,0,0.274587,0.157241,0,0.755424,0.154574,0,-0.06541,0.129514,0,0.433898,0.083451,512,,,0,0.350835,0.099074,0,-0.187837,0.14009,0,-0.351202,0.143898,0,-0.109796,0.093638,0,-1.945762,0.023281,0,0.071372,0.128894,0,-0.116968,0.061558,0,1.039277,0.149861,131337,,,4762054816325466368,2.299,1.387,268.633942152572,-36.69385840765358,75.90663639054,-59.5428833895,2.423E-4,1.987E-4,163.73,4762054816325466368,75.90665808448,0.0095,-59.54287747682,0.0106,0.0799,0.0103,7.7811,2.809,2.474,0.013,1.33,0.015,364,5.7355,709.89,0.076,7.065,31,,,27,1.221,false,161437.0,74.5888,12.667361,60626.1,100.021,13.381892,144446.0,11.848629,1.27,1.533263,303.04,0.84,16,5000.0,3.0,,,500740034,,0.002801,0.003316,0.004001,12.667361,0.002801,161437.0,-0.004,0.2025,0.2391,-0.1067,0.112362
2M06523530-7947364,1,5286,103.147116,-79.793472,82.3642,0,323.571991,0.08347,0.0,0.08347,512,4501.131,120.3,33554944,0.9868,0.0876,0,2.106056,9.187449,65536,,0,-1.937362,0.0259744,0,0.354569,0.029028,1.26325,GKg_a,0,0,-0.71097,0.109823,0,-0.0558,0.10624,4096,,,0,0.363825,0.057502,16384,,,0,0.372682,0.043009,0,-0.364072,0.045076,0,0.278202,0.036841,16640,,,16640,,,0,-0.35741,0.186413,0,0.367688,0.120264,0,0.06743,0.106169,0,0.006695,0.151647,16384,,,16384,,,0,-0.307596,0.130589,0,-1.911062,0.028193,16384,,,0,-0.142668,0.083385,16384,,,131337,,,5208224269667803392,1.412,0.993,291.5005424266259,-26.613923351960082,103.14730896399,-79.79347020092,3.314E-4,2.935E-4,142.01,5208224269667803392,103.14734542086,0.0155,-79.79346570266,0.0171,0.0392,0.0172,2.2747,1.771,1.454,0.019,1.012,0.019,302,0.4713,302.96,0.0,0.0,31,,,25,1.018,false,28908.4,9.58172,14.534807,9852.36,16.3471,15.354692,27683.5,13.642342,1.298,1.71235,,,0,,,,,462549992,,0.002779,0.003321,0.003869,14.534807,0.002779,28908.4,0.002,0.3084,0.3176,-0.1174,0.123264
2M07283547-7512114,1,5586,112.147827,-75.203178,96.9025,0,171.617004,0.027054,0.0,0.027054,512,4146.0,97.492,33554944,0.9715,0.0694,0,2.167804,6.41622,65536,,0,-1.323762,0.01891,0,0.146309,0.018696,3.59269,GKg_a,0,0,-0.43088,0.029379,0,-0.624,0.048967,0,0.24123,0.045365,0,0.167575,0.027273,0,-0.358554,0.115215,0,0.253932,0.029487,0,-0.252971,0.03891,0,0.090952,0.025071,0,0.441387,0.128086,0,0.309944,0.117162,0,0.23439,0.109985,0,0.160628,0.055633,512,,,0,0.505165,0.107398,0,0.183463,0.113446,0,-0.577602,0.110634,0,-0.297296,0.06591,0,-1.299262,0.021459,0,-0.266028,0.099109,0,-0.009768,0.048671,0,0.564058,0.109826,131072,,,5214376483902284800,1.317,1.282,286.93692585959826,-23.83950107193489,112.14787100756,-75.20318149987,3.102E-4,2.837E-4,127.99,5214376483902284800,112.14789301227,0.014,-75.20317596966,0.0145,0.0379,0.0144,2.6301,1.774,1.264,0.019,1.244,0.018,324,0.0945,310.32,0.0,0.0,31,,,28,1.003,false,35439.5,18.6176,14.313647,11462.4,26.8642,15.190356,34683.1,13.3976,1.302,1.792756,,,0,,,,,462462954,,0.002814,0.003776,0.00419,14.313647,0.002814,35439.5,-0.005,0.3004,0.294,-0.0861,0.042377
2M06265489-7552547,6,5519,96.728746,-75.881874,133.662,0,244.932007,0.013125,0.084195,0.030799,512,4017.076,82.181,33554944,0.522,0.0619,0,2.219014,5.013553,65536,,0,-0.902142,0.0135146,0,0.026878,0.012799,2.89654,"Mg_a ",0,0,-0.50129,0.014897,0,-0.5664,0.027123,0,0.15466,0.025866,0,0.026415,0.015764,0,-0.306164,0.067716,0,0.070591,0.020291,0,-0.352082,0.029948,0,0.00181,0.017304,0,-0.150623,0.076883,0,0.431504,0.068509,512,,,0,0.090078,0.029166,512,,,512,,,0,-0.228047,0.063381,0,0.088538,0.062761,512,,,0,-0.883852,0.01578,0,-0.183338,0.054488,0,-0.190578,0.029471,512,,,133385,,,5260727186844988032,1.825,0.67,287.0289188371874,-27.73579889018484,96.72879599884,-75.88193111588,7.243E-4,4.636E-4,177.57,5260727186844988032,96.72882974116,0.024,-75.8819269863,0.03,0.0269,0.0266,1.0098,2.072,1.852,0.029,0.929,0.045,266,-0.8028,248.66,0.0,0.0,31,,,23,0.964,false,11415.7,7.07113,15.54361,3712.99,11.4141,16.414232,11086.8,14.635881,1.296,1.778351,,,0,,,,,462684778,,0.002836,0.00435,0.004298,15.54361,0.002836,11415.7,-0.009,0.4642,0.7239,-0.039,0.210252
2M06242849-7550542,6,5519,96.118736,-75.848412,107.136,0,271.432007,0.013372,0.441585,0.032246,512,3938.603,85.01,33554944,0.4795,0.0589,0,2.179064,4.879932,65536,,0,-0.855972,0.0153689,0,0.047214,0.013761,2.34752,"Mg_a ",0,0,-0.41143,0.015015,0,-0.35362,0.028059,0,0.05638,0.026568,0,0.02754,0.016624,0,-0.587564,0.071243,0,0.089972,0.02267,0,-0.448682,0.035985,0,0.009792,0.019298,0,-0.008223,0.081087,0,0.166064,0.075481,512,,,0,0.087148,0.032129,512,,,512,,,0,-0.638947,0.067285,0,-0.062372,0.068753,512,,,0,-0.820352,0.018009,0,-0.196288,0.058243,0,-0.213378,0.033411,512,,,133385,,,5260729729465607552,1.747,0.663,286.98831009409673,-27.884192493509236,96.11879894337,-75.84844524677,7.204E-4,5.542E-4,2.63,5260729729465607552,96.11883066579,0.0294,-75.84844162419,0.034,-0.0575,0.0325,-1.7674,1.926,1.745,0.035,0.815,0.044,316,-0.5519,307.99,0.0,2.279E-15,31,,,25,0.977,false,7044.45,4.8082,16.067749,2211.55,13.2164,16.976803,6991.21,15.136514,1.306,1.840289,,,0,,,,,464283046,,0.002853,0.007063,0.00425,16.067749,0.002853,7044.45,-0.007,0.5546,0.7201,0.0244,0.131888
2M06314387-7553047,6,5519,97.932825,-75.884644,103.004,0,260.669006,0.01639,0.891533,0.039499,512,3946.098,86.343,33554944,0.428,0.0593,0,2.318462,4.967216,65536,,0,-0.886272,0.0158578,0,0.020308,0.014216,2.42309,"Mg_d ",0,0,-0.45284,0.015861,0,-0.55237,0.029473,0,0.08577,0.027806,0,0.021522,0.017407,0,-0.300924,0.074501,0,0.104362,0.023456,0,-0.460941,0.037029,0,0.013183,0.019964,0,0.199267,0.084694,0,0.627394,0.079092,512,,,0,0.166868,0.033943,512,,,512,,,0,-0.089407,0.070733,0,0.267438,0.072217,512,,,0,-0.870792,0.018539,0,-0.191798,0.061291,0,-0.163138,0.034932,512,,,133385,,,5260735982938082304,1.843,0.901,287.0425298872812,-27.442365851731207,97.93278739336,-75.88466061896,5.95E-4,4.907E-4,158.54,5260735982938082304,97.93282117385,0.0272,-75.88465634601,0.0308,0.0446,0.0294,1.5202,2.088,1.854,0.032,0.961,0.036,350,-0.8202,335.21,0.0,0.0,31,,,25,0.968,false,7416.67,6.42143,16.011845,2307.39,13.3271,16.930738,7364.83,15.079989,1.304,1.85075,,,0,,,,,462649733,,0.002911,0.006864,0.004584,16.011845,0.002911,7416.67,-0.011,0.5059,0.5821,-0.1309,0.068334
2M06285620-7551450,6,5519,97.234198,-75.862518,161.785,0,244.548004,0.006702,0.781753,0.01561,512,3798.336,71.671,33554944,-0.0405,0.0593,0,2.690543,4.862177,65536,,0,-0.849742,0.0130331,0,0.036854,0.011678,6.81789,"Mg_a ",0,0,-0.39652,0.01021,0,-0.41019,0.019459,0,0.13389,0.020186,0,0.011433,0.011662,512,,,0,0.149282,0.018352,0,-0.333171,0.027932,0,-0.057089,0.015327,0,-0.702813,0.056917,0,0.051522,0.05683,512,,,0,0.150518,0.02373,512,,,512,,,0,-0.063037,0.043968,0,0.135738,0.049254,512,,,0,-0.849562,0.015775,0,-0.113308,0.039305,0,-0.173668,0.026246,512,,,133385,,,5260738147601554816,1.66,0.905,287.01067402027047,-27.611966253954012,97.23418552853,-75.86252692271,6.034E-4,4.512E-4,163.87,5260738147601554816,97.23421833535,0.0242,-75.86252261422,0.0267,-0.0174,0.0257,-0.6766,2.047,1.803,0.029,0.969,0.036,328,0.3705,342.6,0.0,2.236E-15,31,,,25,1.014,false,10367.3,20.1756,15.648199,2738.82,26.3375,16.744633,11219.9,14.622918,1.346,2.121715,,,0,,,,,462650030,,0.003472,0.010807,0.005842,15.648199,0.003472,10367.3,-0.005,0.4647,0.5931,-0.1554,0.033942
2M06324264-7551493,6,5519,98.177684,-75.863716,112.936,0,339.825012,0.015677,1.09226,0.03892,512,3896.496,84.923,33554944,0.453,0.0627,0,2.686643,5.656808,65536,,0,-1.108461,0.0174693,0,-0.029599,0.015885,2.89608,"Mg_d ",0,0,-0.48254,0.017736,0,-0.4768,0.032088,0,-0.005858,0.031512,0,-0.080938,0.018587,0,-0.347254,0.082385,0,-0.020656,0.025535,0,-0.657871,0.037293,0,-0.116118,0.021385,0,0.535447,0.089059,0,0.396984,0.089663,512,,,0,-0.008858,0.040231,512,,,512,,,0,-0.551637,0.073945,0,-0.047502,0.080262,512,,,0,-1.068662,0.020564,0,-0.239828,0.066064,0,-0.189468,0.040079,512,,,133385,,,5260741205618328064,1.75,1.17,287.0219350505836,-27.381745831765407,98.17759936985,-75.86375625322,5.555E-4,4.84E-4,146.23,5260741205618328064,98.1776305558,0.0275,-75.86375144264,0.0286,-0.0388,0.0288,-1.3488,2.027,1.714,0.032,1.082,0.033,346,0.2301,358.87,0.0,2.177E-15,31,,,26,1.008,false,7997.58,21.1541,15.929971,2404.53,27.9829,16.885967,8118.37,14.974223,1.316,1.911744,,,0,,,,,462649123,,0.00398,0.01294,0.007224,15.929971,0.00398,7997.58,-0.007,0.5071,0.5344,-0.1267,0.162899
2M06410020-7547389,6,5519,100.250847,-75.794144,93.2667,0,267.315002,0.025503,0.691698,0.061877,512,4067.113,98.339,33554944,0.5114,0.0716,0,2.654972,7.199231,65536,,0,-1.520562,0.022082,0,0.015324,0.021647,2.10722,"Mg_c ",0,0,-0.61898,0.033631,0,-0.61096,0.055331,0,0.23323,0.052542,0,0.014431,0.030251,0,0.662976,0.132474,0,0.139952,0.033983,0,-0.466671,0.042941,0,0.083412,0.028437,0,0.514487,0.140665,0,-0.536246,0.140648,0,-0.07341,0.12978,0,0.014484,0.069607,512,,,512,,,0,0.107263,0.125082,0,0.145298,0.130274,512,,,0,-1.501262,0.025201,0,-0.256628,0.112415,0,-0.116968,0.059439,512,,,131337,,,5261056318778740992,1.552,0.912,286.980298209727,-26.870821757416287,100.25088535421,-75.79411538477,7.157E-4,5.268E-4,158.55,5261056318778740992,100.25091434381,0.0269,-75.79411023179,0.0291,-0.0395,0.028,-1.411,1.976,1.601,0.035,1.159,0.043,286,-1.188,260.81,0.0,0.0,31,,,23,0.949,false,9557.12,8.54237,15.736549,3176.3,18.4736,16.583738,9240.29,14.833682,1.299,1.750056,,,0,,,,,462645461,,0.002921,0.006904,0.004889,15.736549,0.002921,9557.12,-0.002,0.5558,0.6934,-0.2072,0.108445
2M06431352-7532541,6,5519,100.806358,-75.548363,116.319,0,262.317993,0.010499,0.783423,0.024463,512,3811.195,80.966,33554944,0.2462,0.0586,0,2.488112,5.070072,65536,,0,-0.921302,0.0165241,0,0.051429,0.014309,3.39195,"Mg_b ",0,0,-0.38112,0.013713,0,-0.38182,0.025935,0,0.04826,0.025834,0,0.032825,0.015562,512,,,0,0.110342,0.023489,0,-0.479591,0.037303,0,0.008383,0.019689,0,-0.395633,0.075216,0,0.215664,0.07662,512,,,0,0.116248,0.033078,512,,,512,,,0,-0.043557,0.060778,0,0.076808,0.067626,512,,,0,-0.901642,0.019719,0,-0.244048,0.054321,0,-0.121688,0.035425,512,,,131337,,,5261077278219240192,1.426,1.181,286.7194292650909,-26.71244978966395,100.80642940405,-75.54838868281,6.239E-4,5.784E-4,105.25,5261077278219240192,100.80645716915,0.0274,-75.54838329229,0.0258,-0.0539,0.0267,-2.0196,1.975,1.559,0.038,1.213,0.036,322,-0.0418,327.27,0.0,0.0,31,,,24,0.997,false,8848.76,19.5835,15.820161,2283.35,26.0042,16.942114,9724.78,14.778196,1.357,2.163918,,,0,,,,,464226555,,0.003656,0.012676,0.007322,15.820161,0.003656,8848.76,-0.001,0.6208,0.5816,-0.0384,0.112534
2M06374160-7518512,6,5519,99.423371,-75.31424,79.1548,0,306.356995,0.021116,0.14988,0.053418,512,3983.845,92.677,33554944,0.7589,0.0587,0,1.823266,4.95688,65536,,0,-0.882712,0.0173874,0,0.034185,0.015393,1.76669,"Mg_c ",0,0,-0.39029,0.018395,0,-0.42237,0.034056,0,-0.024098,0.0311,0,0.011712,0.020164,0,-0.205694,0.084344,0,0.008148,0.026033,0,-0.435012,0.042358,0,0.042492,0.022307,0,0.009647,0.097853,0,0.628124,0.089885,512,,,0,-0.105809,0.038933,512,,,512,,,0,-0.123677,0.083959,0,-0.009192,0.083508,512,,,0,-0.853422,0.020105,0,-0.206468,0.072094,0,-0.119618,0.039385,512,,,131337,,,5261142939678896000,1.715,0.648,286.4257511981015,-27.039861184166693,99.42334747108,-75.31425782584,9.189E-4,8.294E-4,78.03,5261142939678896000,99.42337907796,0.0426,-75.31425448271,0.0445,-0.0959,0.0459,-2.0876,1.954,1.803,0.056,0.752,0.051,269,0.5423,287.89,0.092,0.4467,31,,,20,1.022,false,4877.1,3.9307,16.466963,1660.48,46.6779,17.28796,4949.19,15.51156,1.355,1.7764,,,0,,,,,,,0.002891,0.030649,0.006026,16.466963,0.002891,4877.1,0.05,0.9152,0.8334,0.0416,0.067671
2M06402727-7514598,6,5519,100.11365,-75.249954,67.3311,0,306.229004,0.049625,0.547157,0.125957,512,4374.787,120.901,33554944,0.8428,0.0863,0,2.687386,9.68534,65536,,0,-2.027562,0.029428,0,0.252559,0.032004,1.23755,GKg_b,0,0,-0.5585,0.079604,0,-0.74423,0.119549,0,0.15298,0.149265,0,0.292605,0.059432,16640,,,0,0.290922,0.048305,0,-0.331472,0.050795,0,0.209072,0.040772,16640,,,16384,,,16384,,,256,,,512,,,0,-0.334219,0.162201,16384,,,16384,,,257,,,0,-1.978862,0.032136,16384,,,0,-0.033868,0.096824,16384,,,133385,,,5261146994128032512,1.852,1.241,286.3691772244543,-26.860015484416724,100.1136509542,-75.24995414413,8.283E-4,7.015E-4,142.56,5261146994128032512,100.11368273579,0.0343,-75.2499490785,0.0377,-0.0103,0.0397,-0.2599,2.148,1.821,0.047,1.14,0.049,259,0.0344,263.87,0.056,0.2308,31,,,23,1.0,false,6756.11,5.06297,16.113125,2429.62,18.208,16.874695,6191.39,15.268425,1.276,1.60627,,,0,,,,,464237026,,0.002873,0.008602,0.004534,16.113125,0.002873,6756.11,-0.007,0.7509,0.7838,-0.159,0.001017
2M06440647-7500105,6,5519,101.026977,-75.002922,91.4204,0,319.670013,0.016463,0.279475,0.041608,512,3943.652,89.336,33554944,0.493,0.0592,0,2.154319,5.067107,65536,,0,-0.920302,0.0171391,0,0.022213,0.015204,2.46195,"Mg_b ",0,0,-0.42602,0.017364,0,-0.44277,0.032163,0,-0.005756,0.030084,0,-0.002905,0.018993,0,-0.004534,0.080953,0,0.125002,0.02538,0,-0.418161,0.040425,0,-0.059481,0.021597,0,-0.133703,0.092049,256,,,512,,,0,0.109218,0.03782,512,,,512,,,0,-0.332727,0.077827,0,-0.373692,0.079743,512,,,0,-0.891272,0.01997,0,-0.232918,0.067601,0,-0.183758,0.038524,512,,,131337,,,5261177436856250624,1.45,1.238,286.1180793703299,-26.603717010122978,101.02698374729,-75.00293612267,7.852E-4,6.659E-4,160.1,5261177436856250624,101.02700773069,0.034,-75.0029311653,0.0405,-0.0319,0.038,-0.8387,1.787,1.396,0.042,1.115,0.047,334,1.4166,380.89,0.149,1.652,31,,,27,1.055,false,6042.15,5.92876,16.234388,1789.28,14.1747,17.206844,6159.42,15.274046,1.316,1.932798,,,0,,,,,464227797,,0.002954,0.009042,0.005988,16.234388,0.002954,6042.15,-0.01,0.6808,0.7723,-0.1054,0.051229
2M06001876-7609038,1,5564,90.078198,-76.151077,72.0925,0,264.059998,0.014681,0.0,0.014681,512,3765.034,89.31,33554944,0.0452,0.0566,0,2.55476,5.18506,65536,,0,-0.959632,0.0212442,0,-0.006691,0.017331,2.14097,"Mg_a ",0,0,-0.48243,0.016815,0,-0.47684,0.032038,0,0.084686,0.031242,0,-0.03234,0.019568,512,,,0,-0.015842,0.029897,0,-0.456342,0.050861,0,-0.058653,0.025054,0,0.236447,0.093453,0,-0.201046,0.100028,512,,,0,0.137408,0.044427,512,,,512,,,0,-0.022407,0.07782,0,0.035478,0.088803,512,,,0,-0.944792,0.025219,0,-0.189498,0.070247,0,-0.109638,0.047416,512,,,131337,,,5261422662309589632,1.92,0.636,287.4010659438563,-29.331186062857228,90.07821198368,-76.15110611234,5.969E-4,4.516E-4,155.56,5261422662309589632,90.07824928968,0.0224,-76.1511032925,0.0273,0.0096,0.0237,0.4035,2.107,2.009,0.03,0.634,0.035,328,-0.7073,313.69,0.0,0.0,31,,,25,0.971,false,11521.1,32.6464,15.53363,2834.48,36.3739,16.707357,13000.1,14.463031,1.374,2.244327,,,0,,,,,462703259,,0.00413,0.014209,0.008948,15.53363,0.00413,11521.1,0.005,0.4796,0.5746,-0.2082,0.105495
2M06232699-7549156,6,5519,95.862472,-75.821007,88.5367,0,254.610992,0.017872,0.367123,0.041119,512,4019.328,91.325,33554944,0.5568,0.0598,0,2.233109,4.989732,65536,,0,-0.894002,0.0163827,0,0.023039,0.014849,2.1112,"Mg_a ",0,0,-0.4796,0.018223,0,-0.59868,0.03339,0,0.061317,0.030565,0,0.02066,0.019633,0,-0.063504,0.082079,0,0.133652,0.024717,0,-0.454881,0.039089,0,0.066962,0.021208,0,0.298017,0.095294,0,0.00872,0.085673,512,,,0,0.019329,0.037053,512,,,512,,,0,0.800463,0.081511,0,-0.195312,0.079838,512,,,0,-0.862752,0.018912,0,-0.153708,0.069726,0,-0.131768,0.037083,512,,,133385,,,5261480970785326208,1.562,1.138,286.95662439051466,-27.946642534042784,95.86253488525,-75.82103294848,7.993E-4,6.273E-4,171.09,5261480970785326208,95.86256199126,0.0315,-75.82102791358,0.0369,-0.0104,0.036,-0.2887,1.875,1.494,0.04,1.133,0.049,298,-1.4215,269.65,0.0,0.0,31,,,25,0.941,false,6111.99,5.31303,16.22191,1994.35,15.4921,17.089039,5926.41,15.315916,1.296,1.773123,,,0,,,,,464283151,,0.002912,0.008884,0.004599,16.22191,0.002912,6111.99,-0.008,0.6319,0.7956,-0.0747,0.108634
2M06250493-7538356,6,5519,96.270554,-75.643227,122.452,0,269.154999,0.008887,0.1058,0.021041,512,3855.737,79.086,33554944,0.1957,0.0567,0,2.310521,4.559293,65536,,0,-0.739812,0.014135,0,0.053293,0.012329,3.20118,"Mg_a ",0,0,-0.35359,0.011662,0,-0.39111,0.022497,0,0.10769,0.021925,0,0.062038,0.013614,512,,,0,0.179652,0.020312,0,-0.303732,0.033473,0,0.006096,0.017222,0,-0.566893,0.066888,0,0.141134,0.063599,512,,,0,0.167278,0.026278,512,,,512,,,0,-0.133717,0.053678,0,0.093138,0.056767,512,,,0,-0.736982,0.016826,0,-0.086008,0.046767,0,-0.144138,0.028946,512,,,133385,,,5261486296544782464,1.704,1.026,286.75681953078004,-27.843992352601614,96.27063048,-75.64324268929,7.594E-4,5.886E-4,164.58,5261486296544782464,96.27066267206,0.0297,-75.64323869951,0.0356,-0.0125,0.0335,-0.3722,2.008,1.796,0.038,0.898,0.046,279,-0.4167,273.98,0.0,0.0,31,,,25,0.981,false,7191.66,5.66677,16.045294,2058.46,12.3412,17.05469,7495.11,15.06095,1.328,1.993739,,,0,,,,,464282882,,0.002885,0.007082,0.004788,16.045294,0.002885,7191.66,-0.006,0.6022,0.7486,-0.1309,0.088606
2M06252389-7534330,6,5519,96.34957,-75.575844,115.366,0,265.035004,0.015773,0.610233,0.036513,512,4002.586,86.509,33554944,0.5779,0.0631,0,2.226127,5.41363,65536,,0,-1.033362,0.0157657,0,0.055724,0.014793,3.41499,"Mg_a ",0,0,-0.46746,0.018029,0,-0.49543,0.032327,0,0.05758,0.030739,0,0.054255,0.018621,0,-0.398954,0.080378,0,0.137002,0.023674,0,-0.490971,0.034443,0,0.010392,0.020083,0,0.400957,0.089846,256,,,512,,,0,0.113218,0.036796,512,,,512,,,0,-1.074237,0.075522,0,-0.050702,0.076479,512,,,0,-1.006362,0.018335,0,-0.344328,0.065756,0,-0.174168,0.036074,512,,,133385,,,5261499868641438720,1.616,1.137,286.68100850964186,-27.823214621230765,96.34956319718,-75.57585439046,8.117E-4,6.287E-4,136.21,5261499868641438720,96.34959177044,0.0309,-75.57584930568,0.0314,-0.0578,0.0315,-1.8328,1.968,1.601,0.046,1.144,0.045,283,1.4688,324.33,0.042,0.1708,31,,,24,1.062,false,7828.77,7.56545,15.953133,2528.7,14.7386,16.8313,7626.57,15.042071,1.297,1.789229,,,0,,,,,464282870,,0.002948,0.006916,0.004988,15.953133,0.002948,7828.77,-0.009,0.7222,0.7298,-0.2498,0.0379
2M06290894-7534049,6,5519,97.28725,-75.568031,111.972,0,246.707001,0.013441,0.237171,0.032978,512,3966.379,85.088,33554944,0.5457,0.0599,0,2.12481,4.959172,65536,,0,-0.883502,0.0150916,0,0.035374,0.013735,2.85023,"Mg_a ",0,0,-0.42709,0.015482,0,-0.51543,0.028638,0,0.09923,0.027077,0,0.04089,0.016844,0,-0.511504,0.072133,0,0.107102,0.022421,0,-0.376322,0.034805,0,-0.021307,0.0191,0,0.406927,0.08207,0,0.159004,0.075497,512,,,0,0.020612,0.032272,512,,,512,,,0,-0.083687,0.068275,0,0.103948,0.069016,512,,,0,-0.865412,0.017637,0,-0.274878,0.058979,0,-0.117068,0.03309,512,,,133385,,,5261508252417618304,1.45,1.022,286.6790131152575,-27.589456812183503,97.28725387245,-75.56809495577,8.935E-4,7.165E-4,151.88,5261508252417618304,97.28727983768,0.0315,-75.56809013532,0.033,-0.0183,0.0317,-0.5791,1.816,1.456,0.048,1.085,0.053,283,-0.0178,287.34,0.0,0.0,31,,,24,0.998,false,7138.31,5.14312,16.05338,2248.73,11.1813,16.958698,7084.71,15.12209,1.308,1.836608,,,0,,,,,464240393,,0.002864,0.006077,0.004493,16.05338,0.002864,7138.31,-0.005,0.7594,0.8573,-0.182,0.230267
