object,RA,DEC,logAge,age,FeH,Z,E(B-V),field,CTYPE,a,b,flag_u,flag_r,r_logAge,r__M_H_
OGLE-CL SMC  290,21.115417,-73.17111,7.8,63095734.4480193,0.0,0.0,0.1173,MC0117,C,0.8,0.6,0.0,0.0,PdGR+15,
HW9,9.107083,-73.00166,9.36,2290867652.76777,0.0,0.0,0.0869,MC0093,C,0.75,0.75,3.0,3.0,RZ05,
HW9,9.107083,-73.00166,9.36,2290867652.76777,0.0,0.0,0.0869,MC0114,C,0.75,0.75,1.0,1.0,RZ05,
IC1611,14.94875,-72.333885,8.17,147910838.816821,0.0,0.0,0.0924,MC0094,C,1.5,1.5,0.0,0.0,GGK10.CVH+06.PU99,
IC1624,16.338333,-72.04278,8.28,190546071.796324,0.0,0.0,0.087,MC0095,C,0.9,0.9,0.0,0.0,GGK10.CVH+06.PU99,
IC1626,16.555416,-73.29694,8.35,223872113.856834,0.0,0.0,0.0907,MC0115,C,1.0,1.0,3.0,3.0,GGK10,
IC1626,16.555416,-73.29694,8.35,223872113.856834,0.0,0.0,0.0907,MC0116,C,1.0,1.0,0.0,0.0,GGK10,
IC1641,17.4125,-71.766945,8.3,199526231.496888,0.0,0.0,0.0735,MC0095,C,0.75,0.65,0.0,0.0,GGK10,
IC1655,17.974167,-71.32972,8.3,199526231.496888,0.0,0.0,0.0612,MC0072,C,1.7,1.5,0.0,0.0,GGK10.vdB81,
IC1660,18.1575,-71.76111,8.2,158489319.246111,0.0,0.0,0.0676,MC0095,C,1.1,1.1,0.0,0.0,GGK10.vdB81,
IC1662,18.1375,-73.456665,8.1,125892541.179417,0.0,0.0,0.1166,MC0116,C,1.2,1.2,0.0,0.0,GGK10,
Cl Kron 15,10.05375,-72.69861,8.7,501187233.627272,0.0,0.0,0.0911,MC0093,C,1.1,1.1,2.0,0.0,GGK10,
Cl Kron 15,10.05375,-72.69861,8.7,501187233.627272,0.0,0.0,0.0911,MC0114,C,1.1,1.1,3.0,3.0,GGK10,
Cl Kron 16,10.139167,-72.74,8.8,630957344.480194,0.0,0.0,0.0911,MC0093,C,0.85,0.85,2.0,2.0,GGK10,
Cl Kron 16,10.139167,-72.74,8.8,630957344.480194,0.0,0.0,0.0911,MC0114,C,0.85,0.85,3.0,3.0,GGK10,
Cl Kron 17,10.255,-72.57278,8.55,354813389.233576,0.0,0.0,0.0763,MC0093,C,1.1,1.1,0.0,0.0,GGK10,
Cl Kron 27,12.056667,-73.86222,9.04,1096478196.14318,0.0,0.0,0.075,MC0115,C,1.7,1.7,1.0,1.0,GGK10.PCG+15,
Cl Kron 29,12.973333,-72.952225,8.1,125892541.179417,0.0,0.0,0.0858,MC0094,C,0.95,0.95,3.0,3.0,CVH+06.PU99,
Cl Kron 29,12.973333,-72.952225,8.1,125892541.179417,0.0,0.0,0.0858,MC0115,C,0.95,0.95,0.0,0.0,CVH+06.PU99,
Cl Kron 31,13.254167,-72.89694,7.2,15848931.9246111,0.0,0.0,0.0877,MC0094,C,4.3,4.3,2.0,2.0,CVH+06,
Cl Kron 31,13.254167,-72.89694,7.2,15848931.9246111,0.0,0.0,0.0877,MC0115,C,4.3,4.3,2.0,2.0,CVH+06,
Cl Kron 34,13.888333,-72.83222,8.6,398107170.553497,0.0,0.0,0.0951,MC0094,C,1.2,1.2,0.0,0.0,CVH+06.PU99,
Cl Kron 34,13.888333,-72.83222,8.6,398107170.553497,0.0,0.0,0.0951,MC0115,C,1.2,1.2,0.0,0.0,CVH+06.PU99,
Cl Kron 45,15.691667,-73.73778,8.4,251188643.150958,0.0,0.0,0.0697,MC0115,C,0.55,0.45,2.0,2.0,GGK10,
Cl Kron 50,16.150417,-72.160835,7.07,11748975.5493953,0.0,0.0,0.0852,MC0095,C,1.0,1.0,2.0,0.0,GGK10.CVH+06.PU99,
Cl Kron 54,16.699167,-72.272224,7.58,38018939.6320561,0.0,0.0,0.082,MC0095,C,0.9,0.9,0.0,0.0,GGK10.CVH+06.PU99,
Cl Kron 56,16.868334,-72.492775,7.97,93325430.0796991,0.0,0.0,0.0798,MC0095,C,1.1,0.9,2.0,2.0,GGK10.CVH+06.PU99,
Cl Kron 68,18.88875,-72.623055,8.7,501187233.627272,0.0,0.0,0.0799,MC0095,C,1.0,1.0,0.0,0.0,GGK10.PdGR+15,
Cl Lindsay 33,11.854167,-72.840836,7.95,89125093.8133746,0.0,0.0,0.0894,MC0094,C,1.0,0.8,0.0,1.0,GGK10.CVH+06,
Cl Lindsay 41,12.7325,-72.72639,8.17,147910838.816821,0.0,0.0,0.1131,MC0094,C,0.65,0.65,0.0,0.0,GGK10.CVH+06.PU99,
Cl Lindsay 48,13.366667,-71.39861,7.8,63095734.4480193,0.0,0.0,0.0661,MC0071,C,0.95,0.95,0.0,0.0,GGK10,
Cl Lindsay 51,13.724583,-72.11222,7.8,63095734.4480193,0.0,0.0,0.0791,MC0094,C,1.2,0.9,1.0,1.0,GGK10,
Cl Lindsay 52,13.82125,-73.507225,8.2,158489319.246111,0.0,0.0,0.0802,MC0115,C,0.75,0.75,0.0,0.0,GGK10,
Cl Lindsay 56,14.375833,-72.26417,7.63,42657951.8801593,0.0,0.0,0.1027,MC0094,C,0.95,0.95,0.0,0.0,GGK10.CVH+06.PU99,
Cl Lindsay 65,15.252917,-72.75,8.07,117489755.493953,0.0,0.0,0.0855,MC0094,C,1.1,1.1,2.0,0.0,GGK10.CVH+06.PU99,
Cl Lindsay 65,15.252917,-72.75,8.07,117489755.493953,0.0,0.0,0.0855,MC0115,C,1.1,1.1,2.0,0.0,GGK10.CVH+06.PU99,
Cl Lindsay 66,15.435833,-72.56416,7.33,21379620.8950223,0.0,0.0,0.0962,MC0094,C,1.1,1.1,0.0,0.0,GGK10.CVH+06.PU99,
Cl Lindsay 66,15.435833,-72.56416,7.33,21379620.8950223,0.0,0.0,0.0962,MC0095,C,1.1,1.1,0.0,0.0,GGK10.CVH+06.PU99,
Cl Lindsay 78,16.72,-71.690834,8.2,158489319.246111,0.0,0.0,0.0768,MC0072,C,1.6,1.6,3.0,3.0,GGK10,
Cl Lindsay 78,16.72,-71.690834,8.2,158489319.246111,0.0,0.0,0.0768,MC0095,C,1.6,1.6,2.0,2.0,GGK10,
Cl Lindsay 80,16.866667,-72.76945,8.13,134896288.259166,0.0,0.0,0.0863,MC0095,C,1.2,1.2,2.0,2.0,GGK10.CVH+06.PU99,
Cl Lindsay 93,18.200832,-73.47361,9.0,1.000.000.000.00,0.0,0.0,0.1105,MC0116,C,1.1,1.1,2.0,2.0,GGK10,
OGLE-CL SMC  341,18.688334,-71.34722,8.4,251188643.150958,0.0,0.0,0.0615,MC0072,C,1.0,1.0,0.0,0.0,GGK10.PdGR+15,
NGC176,8.995,-73.16583,8.2,158489319.246111,0.0,0.0,0.0904,MC0114,C,1.2,1.2,0.0,0.0,GGK10,
NGC222,10.185417,-73.38417,8.03,107151930.52376,0.0,0.0,0.0813,MC0114,C,1.2,1.2,1.0,1.0,GGK10.CVH+06.PU99,
NGC231,10.278333,-73.35111,7.87,74131024.1300918,0.0,0.0,0.0813,MC0114,C,1.8,1.8,0.0,0.0,GGK10.CVH+06.PU99,
NGC269,12.0875,-73.53028,8.5,316227766.016838,0.0,0.0,0.0896,MC0114,C,1.2,1.2,3.0,3.0,CVH+06,
NGC269,12.0875,-73.53028,8.5,316227766.016838,0.0,0.0,0.0896,MC0115,C,1.2,1.2,0.0,0.0,CVH+06,
NGC290,12.812083,-73.16111,7.4,25118864.3150958,0.0,0.0,0.0908,MC0115,C,1.1,1.1,1.0,1.0,GGK10.CVH+06.PU99,
NGC422,17.354584,-71.76611,8.15,141253754.462276,0.0,0.0,0.0735,MC0095,C,1.0,1.0,0.0,0.0,GGK10,
OGLE-CL SMC  250,21.140833,-73.23917,0.0,0.00,0.0,0.0,0.1132,MC0116,C,1.45,1.45,1.0,1.0,,
OGLE-CL SMC  250,21.140833,-73.23917,0.0,0.00,0.0,0.0,0.1132,MC0117,C,1.45,1.45,1.0,1.0,,
OGLE-CL SMC  251,21.160833,-73.21611,0.0,0.00,0.0,0.0,0.1132,MC0116,C,1.55,1.55,1.0,1.0,,
OGLE-CL SMC  251,21.160833,-73.21611,0.0,0.00,0.0,0.0,0.1132,MC0117,C,1.55,1.55,1.0,1.0,,
OGLE-CL SMC  254,20.720833,-74.19139,0.0,0.00,0.0,0.0,0.0984,MC0136,C,1.67,1.67,2.0,2.0,,
OGLE-CL SMC  265,6.324583,-73.86972,0.0,0.00,0.0,0.0,0.0695,MC0113,C,1.3,1.3,2.0,0.0,,
OGLE-CL SMC  267,6.636667,-73.63528,0.0,0.00,0.0,0.0,0.0669,MC0113,C,1.75,1.75,2.0,2.0,,
OGLE-CL SMC  270,6.520417,-74.416664,0.0,0.00,0.0,0.0,0.0868,MC0133,C,1.67,1.67,2.0,2.0,,
OGLE-CL SMC  271,8.364167,-74.361664,0.0,0.00,0.0,0.0,0.0781,MC0134,C,1.2,1.2,2.0,0.0,,
OGLE-CL SMC  273,8.366667,-74.36278,0.0,0.00,0.0,0.0,0.0781,MC0134,C,1.35,1.35,2.0,0.0,,
OGLE-CL SMC  330,7.165417,-74.39889,0.0,0.00,0.0,0.0,0.0902,MC0133,C,1.7,1.7,1.0,1.0,,
NoName_33,15.325833,-73.465836,0.0,0.00,0.0,0.0,0.0793,MC0115,C,0.35,0.35,0.0,0.0,,
NoName_34,16.04625,-74.29806,0.0,0.00,0.0,0.0,0.0693,MC0135,C,0.35,0.35,2.0,0.0,,
NoName_35,16.194584,-72.71611,0.0,0.00,0.0,0.0,0.0839,MC0095,C,0.35,0.35,2.0,2.0,,
NoName_36,18.09875,-72.29195,0.0,0.00,0.0,0.0,0.0852,MC0095,C,0.35,0.35,0.0,0.0,,
NoName_37,20.753332,-73.21861,0.0,0.00,0.0,0.0,0.106,MC0116,C,0.5,0.5,2.0,2.0,,
[RZ2005] 108,14.523333,-71.869446,8.0,100.000.000.00,0.0,0.0,0.0848,MC0094,C,0.4,0.4,2.0,2.0,RZ05,
[RZ2005] 117,15.03125,-71.876114,8.02,104712854.80509,0.0,0.0,0.0777,MC0094,C,0.5,0.5,2.0,2.0,RZ05,
[RZ2005] 130,15.387083,-72.20472,8.17,147910838.816821,0.0,0.0,0.0716,MC0094,C,0.5,0.5,2.0,2.0,RZ05,
[RZ2005] 130,15.387083,-72.20472,8.17,147910838.816821,0.0,0.0,0.0716,MC0095,C,0.5,0.5,2.0,2.0,RZ05,
[RZ2005] 139,15.65875,-73.38167,6.7,5011872.33627272,0.0,0.0,0.0842,MC0115,C,0.4,0.4,2.0,2.0,RZ05,
[RZ2005] 191,18.180834,-72.810555,7.23,16982436.5246175,0.0,0.0,0.1019,MC0095,C,0.8,0.8,2.0,2.0,RZ05,
[RZ2005] 191,18.180834,-72.810555,7.23,16982436.5246175,0.0,0.0,0.1019,MC0116,C,0.8,0.8,2.0,2.0,RZ05,
[RZ2005] 20,9.611667,-73.85222,6.6,3981071.70553497,0.0,0.0,0.0814,MC0114,C,0.7,0.7,2.0,2.0,RZ05,
[RZ2005] 61,12.625417,-72.95111,8.45,281838293.126445,0.0,0.0,0.1231,MC0094,C,0.35,0.35,3.0,3.0,RZ05,
[RZ2005] 61,12.625417,-72.95111,8.45,281838293.126445,0.0,0.0,0.1231,MC0115,C,0.35,0.35,2.0,2.0,RZ05,
[RZ2005] 82,13.288333,-71.99528,9.8,6309573444.80194,0.0,0.0,0.0767,MC0094,C,0.5,0.5,2.0,2.0,RZ05,
[RZ2005] 92,13.820417,-71.842224,8.83,676082975.391982,0.0,0.0,0.0847,MC0094,C,0.6,0.6,2.0,2.0,RZ05,
NoName_61,13.88125,-73.94334,0.0,0.00,0.0,0.0,0.0834,MC0115,C,0.35,0.25,2.0,2.0,,
NoName_64,14.674583,-73.56416,0.0,0.00,0.0,0.0,0.0666,MC0115,C,0.2,0.15,2.0,2.0,,
NoName_71,16.73125,-73.22972,0.0,0.00,0.0,0.0,0.0853,MC0115,C,0.3,0.3,3.0,3.0,,
NoName_72,16.73125,-73.22972,0.0,0.00,0.0,0.0,0.0853,MC0116,C,0.3,0.3,2.0,2.0,,
OGLE-CL SMC 132,15.555417,-72.96639,8.65,446683592.150963,0.0,0.0,0.0807,MC0115,C,0.65,0.65,2.0,0.0,GGK10.CVH+06,
OGLE-CL SMC 173,10.550417,-73.26722,0.0,0.00,0.0,0.0,0.0989,MC0114,C,0.2,0.2,2.0,0.0,,
OGLE-CL SMC 180,11.345833,-72.92861,8.93,851138038.202376,0.0,0.0,0.0845,MC0114,C,0.25,0.25,2.0,2.0,GGK10.CVH+06,
OGLE-CL SMC 192,12.107917,-73.00667,8.7,501187233.627272,0.0,0.0,0.1173,MC0115,C,0.35,0.35,2.0,2.0,CVH+06,
OGLE-CL SMC 199,12.5625,-73.05417,0.0,0.00,0.0,0.0,0.1061,MC0115,C,0.25,0.25,2.0,0.0,,
OGLE-CL SMC 220,13.80875,-72.60111,9.0,1.000.000.000.00,0.0,0.0,0.1,MC0094,C,0.35,0.35,0.0,0.0,CVH+06,
OGLE-CL SMC 238,16.967916,-72.53389,0.0,0.00,0.0,0.0,0.0919,MC0095,C,0.35,0.35,0.0,0.0,,
OGLE-CL SMC 53,12.327083,-73.21167,7.3,19952623.1496888,0.0,0.0,0.1134,MC0115,C,1.0,0.8,2.0,0.0,CVH+06,
OGLE-CL SMC 55,12.34,-73.18389,8.0,100.000.000.00,0.0,0.0,0.1134,MC0115,C,0.6,0.6,2.0,0.0,CVH+06,
OGLE-CL SMC 6,9.889167,-73.17694,8.65,446683592.150963,0.0,0.0,0.085,MC0114,C,0.8,0.8,2.0,0.0,GGK10,
OGLE-CL SMC 65,12.729167,-73.0575,8.2,158489319.246111,0.0,0.0,0.0874,MC0115,C,0.65,0.65,1.0,1.0,CVH+06,
[RZ2005] 201,18.96625,-73.346664,7.2,15848931.9246111,0.0,0.0,0.1466,MC0116,C,0.6,0.6,0.0,0.0,PdGR+15,
Sk158,18.9725,-73.31861,7.3,19952623.1496888,0.0,0.0,0.1466,MC0116,C,0.7,0.6,0.0,0.0,PdGR+15,
[PIR2016] VMC12,12.138333,-73.345,8.7,501187233.627272,0.0,0.0,0.0992,MC0114,C,0.5,0.5,3.0,3.0,PIR+16,
[PIR2016] VMC12,12.138333,-73.345,8.7,501187233.627272,0.0,0.0,0.0992,MC0115,C,0.5,0.5,2.0,0.0,PIR+16,
[PIR2016] VMC13,12.14,-73.391945,8.2,158489319.246111,0.0,0.0,0.0935,MC0114,C,0.6,0.6,3.0,3.0,PIR+16,
[PIR2016] VMC13,12.14,-73.391945,8.2,158489319.246111,0.0,0.0,0.0935,MC0115,C,0.6,0.6,2.0,0.0,PIR+16,
[PIR2016] VMC14,12.14625,-73.035,8.9,794328234.724282,0.0,0.0,0.1187,MC0115,C,0.5,0.5,2.0,2.0,PIR+16,
[PIR2016] VMC15,12.213333,-72.95389,8.9,794328234.724282,0.0,0.0,0.1173,MC0115,C,0.6,0.6,2.0,2.0,PIR+16,
[PIR2016] VMC16,12.229583,-73.305,9.0,1.000.000.000.00,0.0,0.0,0.0801,MC0115,C,0.5,0.5,2.0,2.0,PIR+16,
[PIR2016] VMC17,12.256667,-72.91278,8.4,251188643.150958,0.0,0.0,0.1173,MC0094,C,0.7,0.7,2.0,0.0,PIR+16,
[PIR2016] VMC17,12.256667,-72.91278,8.4,251188643.150958,0.0,0.0,0.1173,MC0115,C,0.7,0.7,2.0,0.0,PIR+16,
[PIR2016] VMC19,12.325,-72.94028,8.5,316227766.016838,0.0,0.0,0.1278,MC0094,C,0.8,0.8,3.0,3.0,PIR+16,
[PIR2016] VMC19,12.325,-72.94028,8.5,316227766.016838,0.0,0.0,0.1278,MC0115,C,0.8,0.8,2.0,2.0,PIR+16,
[PIR2016] VMC2,11.467917,-73.23194,8.5,316227766.016838,0.0,0.0,0.1342,MC0114,C,0.4,0.4,2.0,2.0,PIR+16,
[PIR2016] VMC21,12.3375,-72.92,8.3,199526231.496888,0.0,0.0,0.1278,MC0094,C,0.7,0.7,2.0,0.0,PIR+16,
[PIR2016] VMC21,12.3375,-72.92,8.3,199526231.496888,0.0,0.0,0.1278,MC0115,C,0.7,0.7,2.0,0.0,PIR+16,
[PIR2016] VMC22,12.350417,-73.16472,8.4,251188643.150958,0.0,0.0,0.1134,MC0115,C,0.6,0.6,2.0,2.0,PIR+16,
[PIR2016] VMC26,12.6125,-73.16139,8.1,125892541.179417,0.0,0.0,0.1,MC0115,C,0.8,0.8,2.0,0.0,PIR+16,
[PIR2016] VMC27,12.613333,-73.31167,8.1,125892541.179417,0.0,0.0,0.0874,MC0115,C,0.8,0.8,2.0,2.0,PIR+16,
[PIR2016] VMC29,12.670833,-73.0425,8.2,158489319.246111,0.0,0.0,0.0874,MC0115,C,0.8,0.8,2.0,2.0,PIR+16,
[PIR2016] VMC30,12.679167,-73.26139,8.8,630957344.480194,0.0,0.0,0.0874,MC0115,C,0.5,0.5,2.0,2.0,PIR+16,
[PIR2016] VMC31,12.679167,-73.013054,8.9,794328234.724282,0.0,0.0,0.1007,MC0115,C,0.7,0.7,2.0,2.0,PIR+16,
[PIR2016] VMC32,12.724583,-73.175,8.1,125892541.179417,0.0,0.0,0.0908,MC0115,C,0.6,0.6,2.0,2.0,PIR+16,
[PIR2016] VMC33,12.729167,-72.915,8.8,630957344.480194,0.0,0.0,0.1231,MC0094,C,0.6,0.6,2.0,2.0,PIR+16,
[PIR2016] VMC33,12.729167,-72.915,8.8,630957344.480194,0.0,0.0,0.1231,MC0115,C,0.6,0.6,2.0,2.0,PIR+16,
[PIR2016] VMC35,12.77125,-73.24834,7.5,31622776.6016838,0.0,0.0,0.0952,MC0115,C,0.6,0.6,2.0,2.0,PIR+16,
[PIR2016] VMC36,12.770417,-73.085,8.1,125892541.179417,0.0,0.0,0.0874,MC0115,C,0.7,0.7,2.0,0.0,PIR+16,
[PIR2016] VMC37,12.791667,-73.26361,7.3,19952623.1496888,0.0,0.0,0.0952,MC0115,C,0.6,0.6,2.0,0.0,PIR+16,
[PIR2016] VMC38,12.825,-73.179726,8.4,251188643.150958,0.0,0.0,0.0952,MC0115,C,0.6,0.6,2.0,0.0,PIR+16,
[PIR2016] VMC4,11.890417,-73.1575,8.9,794328234.724282,0.0,0.0,0.1454,MC0114,C,0.6,0.6,3.0,3.0,PIR+16,
[PIR2016] VMC4,11.890417,-73.1575,8.9,794328234.724282,0.0,0.0,0.1454,MC0115,C,0.6,0.6,2.0,2.0,PIR+16,
[PIR2016] VMC8,12.09,-73.34472,9.0,1.000.000.000.00,0.0,0.0,0.0992,MC0114,C,0.4,0.4,3.0,3.0,PIR+16,
[PIR2016] VMC8,12.09,-73.34472,9.0,1.000.000.000.00,0.0,0.0,0.0992,MC0115,C,0.4,0.4,2.0,2.0,PIR+16,
