ID,Nvis,Loc,RAJ2000,DEJ2000,SNR,SaFlag,HRV,e_HRV,s_HRV,errHRV,f_Teff,Teff,e_Teff,f_logg,logg,e_logg,f_Vmicro,Vmicro,Vmacro,f_Vsini,Vsini,f_[M/H],[M/H],e_[M/H],f_[a/M],[a/M],e_[a/M],Chi2,TClass,AFlag,f_[C/Fe],[C/Fe],e_[C/Fe],f_[CI/Fe],[CI/Fe],e_[CI/Fe],f_[N/Fe],[N/Fe],e_[N/Fe],f_[O/Fe],[O/Fe],e_[O/Fe],f_[Na/Fe],[Na/Fe],e_[Na/Fe],f_[Mg/Fe],[Mg/Fe],e_[Mg/Fe],f_[Al/Fe],[Al/Fe],e_[Al/Fe],f_[Si/Fe],[Si/Fe],e_[Si/Fe],f_[P/Fe],[P/Fe],e_[P/Fe],f_[S/Fe],[S/Fe],e_[S/Fe],f_[K/Fe],[K/Fe],e_[K/Fe],f_[Ca/Fe],[Ca/Fe],e_[Ca/Fe],f_[Ti/Fe],[Ti/Fe],e_[Ti/Fe],f_[TiII/Fe],[TiII/Fe],e_[TiII/Fe],f_[V/Fe],[V/Fe],e_[V/Fe],f_[Cr/Fe],[Cr/Fe],e_[Cr/Fe],f_[Mn/Fe],[Mn/Fe],e_[Mn/Fe],f_[Fe/H],[Fe/H],e_[Fe/H],f_[Co/Fe],[Co/Fe],e_[Co/Fe],f_[Ni/Fe],[Ni/Fe],e_[Ni/Fe],f_[Cu/Fe],[Cu/Fe],e_[Cu/Fe],f_[Ce/Fe],[Ce/Fe],e_[Ce/Fe],Gaia,pmRA,pmDE,GAL_LON,GAL_LAT,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra_x,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist
2M01034228-7450590,8,5500,15.926191,-74.849747,75.4794,0,139.091003,0.067323,0.458226,0.177267,0,4679.564,121.133,33554432,1.8394,0.0777,0,1.737681,6.51038,65536,,0,-1.348662,0.0198099,0,0.202819,0.021135,1.61183,GKg_b,0,0,-0.047403,0.052792,0,-0.0692,0.076207,0,0.08773,0.068556,0,0.248165,0.046904,257,,,0,0.266732,0.032558,0,-0.318071,0.041736,0,0.162052,0.029216,0,-0.554813,0.199085,0,0.350424,0.139162,0,0.20329,0.130035,0,0.396428,0.071524,0,-0.139068,0.074664,0,0.113005,0.140587,0,-0.320237,0.186022,0,-0.150802,0.147312,0,-0.429196,0.079701,0,-1.317461,0.02136,0,0.154972,0.157898,0,-0.121168,0.055107,0,0.196807,0.152942,131072,,,4684766300021691648,1.341,-1.461,301.8495563913414,-42.25271577809077,15.9262445111,-74.84978410025,5.316E-4,4.984E-4,93.22,4684766300021691648,15.92626796671,0.0242,-74.84979073926,0.0232,0.0425,0.025,1.6979,2.033,1.379,0.033,-1.494,0.031,359,-0.8058,346.33,0.0,0.0,31,,,28,0.969,false,10108.2,3.14176,15.675687,4434.58,12.5152,16.22141,8114.2,14.974782,1.241,1.246629,,,0,,,,,497947627,,0.002776,0.004144,0.004115,15.675687,0.002776,10108.2,-0.0,0.5315,0.4985,-0.0072,0.142735
2M00444801-7354385,4,5499,11.200078,-73.910698,73.0492,0,184.748993,0.045651,0.367784,0.090988,512,4596.652,113.634,33554432,1.5248,0.0678,0,2.32718,5.060115,65536,,0,-0.917942,0.0160574,0,-0.077168,0.01618,1.66127,GKg_a,0,0,-0.20622,0.033379,0,-0.080732,0.052832,0,0.02977,0.045794,0,-0.053477,0.033379,0,-0.174024,0.111964,0,-0.130308,0.026117,0,-0.445341,0.039101,0,-0.108371,0.023715,257,,,0,0.550524,0.099057,0,0.04547,0.097767,0,0.0134,0.045855,0,-0.212969,0.051954,0,-0.005815,0.124933,0,-0.223607,0.135668,0,-0.757272,0.104287,0,-0.165966,0.053028,0,-0.922992,0.017489,0,0.242852,0.110963,0,-0.236438,0.039658,0,0.659478,0.105835,131329,,,4685757578488957184,0.387,-1.022,303.5628081992219,-43.20942277729703,11.20002523806,-73.91068017982,5.465E-4,4.398E-4,95.97,4685757578488957184,11.20003389124,0.0241,-73.91068544565,0.021,-0.0801,0.0247,-3.2403,1.302,0.54,0.034,-1.185,0.027,314,-0.6211,304.21,0.0,0.0,31,,,27,0.974,false,13165.9,5.38929,15.388742,5476.13,10.865,15.992357,10991.9,14.64521,1.251,1.347147,,,0,,,,,497839131,,0.002791,0.003525,0.004025,15.388742,0.002791,13165.9,-0.002,0.5454,0.4411,-0.0452,0.082985
2M00454310-7356323,4,5499,11.429615,-73.942307,67.6617,0,123.769997,0.025332,0.217884,0.052205,512,3955.518,94.718,33554944,0.6565,0.0583,0,2.261205,5.050857,65536,,0,-0.914812,0.0188499,0,-0.015812,0.016398,2.19215,"Mg_a ",0,0,-0.38948,0.01947,0,-0.52503,0.036118,0,0.003384,0.032965,0,-0.040871,0.021433,0,0.018346,0.089859,0,-0.020331,0.028063,0,-0.516602,0.046252,0,-0.01162,0.023983,0,0.427497,0.103638,0,0.608494,0.097788,512,,,0,0.050082,0.042837,512,,,512,,,0,-0.102967,0.089499,0,0.037538,0.090618,512,,,0,-0.877932,0.021803,0,-0.273958,0.077377,0,-0.192398,0.043279,512,,,131584,,,4685759399556026112,0.487,-1.08,303.47425564024974,-43.179922287761485,11.42961373533,-73.94228330279,8.361E-4,6.809E-4,97.82,4685759399556026112,11.42962316959,0.0357,-73.94228849111,0.0311,-0.071,0.0358,-1.9806,1.307,0.587,0.051,-1.167,0.043,318,-0.9043,301.7,0.0,0.0,31,,,27,0.963,false,6306.12,6.37964,16.187962,2053.76,9.9002,17.057167,6258.72,15.256681,1.318,1.800486,,,0,,,,,497839429,,0.002966,0.005931,0.006017,16.187962,0.002966,6306.12,0.01,0.8335,0.6841,-0.0556,0.085319
2M00413008-7355492,4,5523,10.375372,-73.930344,65.8354,0,149.496002,0.039986,0.209915,0.081302,512,4493.663,109.403,33554432,1.4727,0.0626,0,2.562536,4.523582,65536,,0,-0.726372,0.0149216,0,-0.021431,0.014472,1.355,GKg_a,0,0,-0.20865,0.026293,0,-0.074716,0.044174,0,0.14062,0.037423,0,0.110125,0.027802,0,-0.357214,0.095788,0,-0.003711,0.02409,0,-0.385811,0.039048,0,-0.081573,0.021863,0,0.467327,0.128341,0,0.175904,0.086523,0,0.14157,0.087851,0,0.011124,0.037922,0,-0.216069,0.044025,0,0.591045,0.119225,0,0.704173,0.116005,0,-0.322062,0.089879,0,-0.159276,0.044824,0,-0.717702,0.016386,0,0.006722,0.09343,0,-0.243088,0.034914,0,0.280838,0.089648,131072,,,4685771150587263104,0.407,-1.16,303.87462933682895,-43.17971607739591,10.37533926318,-73.93032831355,5.551E-4,4.267E-4,111.17,4685771150587263104,10.37534801953,0.0258,-73.93033352674,0.022,0.0184,0.026,0.7102,1.294,0.545,0.033,-1.173,0.028,336,0.8886,366.01,0.0,0.0,31,,,26,1.034,false,12157.5,3.68194,15.475259,4787.91,11.8919,16.138178,10525.7,14.692268,1.26,1.44591,,,0,,,,,497832992,,0.002775,0.00388,0.004032,15.475259,0.002775,12157.5,-0.004,0.5401,0.4455,-0.1765,0.065217
2M00410503-7351437,8,5499,10.270967,-73.86216,94.7335,0,185.492996,0.02134,0.58597,0.063111,512,4059.811,91.686,33554944,0.9022,0.0613,0,2.327609,5.112969,65536,,0,-0.935702,0.0160838,0,-0.086756,0.014898,2.46581,"Mg_a ",0,0,-0.3121,0.019166,0,-0.4288,0.034577,0,0.05674,0.031617,0,-0.096034,0.020163,0,-0.676924,0.08404,0,-0.111628,0.024493,0,-0.483142,0.037573,0,-0.127531,0.021041,0,1.581567,0.09755,0,0.185684,0.086304,0,-0.03378,0.0852,0,0.008295,0.037618,512,,,512,,,0,-0.447107,0.083762,0,-0.072072,0.080869,512,,,0,-0.915192,0.018496,0,-0.277398,0.07151,0,-0.169038,0.036888,512,,,131584,,,4685772559336486144,0.497,-1.137,303.9193621742947,-43.24623546494525,10.27092194154,-73.86215643463,6.93E-4,5.263E-4,105.46,4685772559336486144,10.27092968689,0.0338,-73.86216197039,0.0255,-0.0413,0.0326,-1.2696,1.336,0.484,0.042,-1.246,0.034,320,-1.326,291.67,0.0,0.0,31,,,24,0.947,false,8255.9,4.40959,15.895455,2831.5,8.69877,16.7085,7768.63,15.022034,1.284,1.686466,,,0,,,,,497833135,,0.002816,0.004349,0.004152,15.895455,0.002816,8255.9,-0.009,0.6825,0.5398,-0.1418,0.046878
2M00465276-7341245,8,5499,11.719854,-73.69014,98.2646,0,140.705002,0.018959,0.555697,0.056771,512,3947.368,89.0,33554944,0.4231,0.0623,0,2.365375,5.570104,65536,,0,-1.082062,0.017892,0,0.062648,0.016288,1.80959,"Mg_c ",0,0,-0.29727,0.019396,0,-0.30218,0.034964,0,0.13876,0.033338,0,0.049405,0.020236,0,-0.232254,0.087894,0,0.173062,0.026552,0,-0.323372,0.039479,0,-0.027844,0.022408,0,0.436277,0.097098,0,0.048734,0.09462,512,,,0,0.132528,0.042429,512,,,512,,,0,-0.249437,0.082225,0,-0.104502,0.086135,512,,,0,-1.057562,0.020853,0,-0.137028,0.072494,0,-0.086868,0.04168,512,,,131584,,,4685778915865553024,0.739,-1.115,303.37263048593024,-43.434211585016726,11.71986022233,-73.69011803607,6.745E-4,5.64E-4,156.28,4685778915865553024,11.71987041766,0.0302,-73.69012366624,0.0298,0.0068,0.0328,0.2085,1.421,0.644,0.036,-1.267,0.041,315,0.2349,326.76,0.0,2.283E-15,31,,,24,1.008,false,7188.56,8.09243,16.045763,2415.66,16.7834,16.880955,7214.35,15.102402,1.34,1.778553,,,0,,,,,497854077,,0.003014,0.008043,0.005893,16.045763,0.003014,7188.56,0.035,0.5833,0.6579,-0.1313,0.07932
2M00470401-7333562,4,5499,11.766713,-73.56562,82.494,0,147.733994,0.023537,0.353628,0.047107,512,3943.571,92.791,33554944,0.2337,0.0617,0,2.383581,5.616246,65536,,0,-1.096162,0.0195143,0,-0.001176,0.017463,2.27112,"Mg_a ",0,0,-0.39864,0.021237,0,-0.52459,0.03831,0,0.19912,0.036038,0,-0.002793,0.022244,0,-0.074654,0.095833,0,0.176662,0.028986,0,-0.450171,0.044073,0,-0.084477,0.02449,0,0.246787,0.106402,0,0.230344,0.10473,512,,,0,0.128098,0.047431,512,,,512,,,0,-0.088837,0.091425,0,-0.494902,0.095843,512,,,0,-1.081762,0.022652,0,-0.065928,0.080643,0,-0.150668,0.046302,512,,,131584,,,4685783657532528768,0.727,-1.403,303.3585300134141,-43.55901167609882,11.76677857777,-73.56559570713,6.355E-4,5.545E-4,157.23,4685783657532528768,11.76679080752,0.0308,-73.56560119841,0.0304,-0.0283,0.0335,-0.8463,1.46,0.779,0.035,-1.236,0.039,314,1.7528,366.51,0.108,1.153,31,,,25,1.07,false,7660.75,14.5908,15.976688,2426.73,26.6053,16.875988,7687.88,15.033379,1.32,1.842609,,,0,,,,,497857349,,0.003445,0.012226,0.005961,15.976688,0.003445,7660.75,0.007,0.5674,0.624,-0.0971,0.110042
2M00372226-7344150,4,5499,9.342763,-73.737503,128.352,0,117.783997,0.019876,0.158096,0.04124,512,4350.669,89.461,33554944,0.9609,0.0625,0,2.825465,4.359876,65536,,0,-0.663372,0.0110234,0,-0.069552,0.011048,3.40118,GKg_a,0,0,-0.22664,0.016315,0,-0.3094,0.028541,0,0.33193,0.025507,0,-0.037605,0.017306,0,-0.414854,0.065346,0,-0.017154,0.017461,0,-0.464281,0.026611,0,-0.113696,0.015548,0,0.133967,0.083097,0,0.037393,0.058487,0,-0.1485,0.057808,0,0.042909,0.024213,0,-0.229369,0.028127,0,-0.017545,0.079751,0,-0.071267,0.070422,0,0.076028,0.057777,0,-0.107826,0.029377,0,-0.669362,0.012453,0,-0.188598,0.057088,0,-0.188048,0.023671,0,0.153387,0.057884,0,0.061455,0.070836,4685812313555974016,0.615,-1.24,304.28558909854917,-43.35375747338522,9.34265889057,-73.73753447134,3.145E-4,2.828E-4,78.19,4685812313555974016,9.34266736773,0.0152,-73.73753998025,0.0132,0.019,0.0152,1.2522,1.35,0.534,0.019,-1.24,0.018,357,0.4525,361.91,0.0,0.0,31,,,28,1.016,false,30476.9,8.95191,14.477438,11601.6,17.4039,15.17725,26919.5,13.672727,1.264,1.504523,,,0,,,,,497834979,,0.002774,0.003231,0.003859,14.477438,0.002774,30476.9,-0.007,0.3133,0.2842,0.0427,0.154441
2M00380833-7344481,4,5499,9.534723,-73.746712,77.6029,0,155.977997,0.024858,0.230158,0.048914,512,3948.614,91.631,33554944,0.3763,0.0583,0,2.207496,4.975098,65536,,0,-0.888982,0.0176925,0,0.002257,0.015499,2.99923,"Mg_a ",0,0,-0.44919,0.017869,0,-0.49513,0.033277,0,0.054877,0.030697,0,-0.011086,0.019761,0,-0.650934,0.083351,0,0.047923,0.026253,0,-0.360351,0.042938,0,-0.152112,0.022415,0,0.183257,0.095849,0,0.191424,0.090019,512,,,0,0.073998,0.039031,512,,,512,,,0,-0.001717,0.081748,0,0.102868,0.082983,512,,,0,-0.872982,0.020549,0,-0.139558,0.07067,0,-0.101158,0.039871,512,,,131584,,,4685812485354662272,0.598,-1.25,304.21095582910874,-43.348497733852064,9.53468176138,-73.74672471297,5.783E-4,5.526E-4,62.12,4685812485354662272,9.534692235,0.0282,-73.74673048009,0.0255,0.003,0.0297,0.1014,1.456,0.66,0.035,-1.298,0.035,351,0.74,377.92,0.0,0.0,31,,,28,1.027,false,7877.31,6.21262,15.946423,2525.34,13.1063,16.832745,7704.65,15.031013,1.299,1.801732,,,0,,,,,497835025,,0.002885,0.006288,0.004333,15.946423,0.002885,7877.31,-0.01,0.5728,0.5583,0.0376,0.061815
2M00405126-7346332,4,5499,10.213586,-73.775902,76.8165,0,148.598007,0.038887,0.197803,0.075554,512,4588.57,108.992,33554432,1.5987,0.0638,0,2.325466,4.414008,65536,,0,-0.684462,0.0138706,0,0.006955,0.013706,1.54476,GKg_a,0,0,-0.1495,0.025914,0,-0.29425,0.042565,0,0.13201,0.036571,0,0.120395,0.027585,0,-0.045844,0.091067,0,-6.25E-4,0.022419,0,-0.483221,0.036038,0,-0.017346,0.020549,0,-0.072083,0.124881,0,0.430304,0.079373,0,-0.10685,0.080254,0,0.048956,0.034862,0,-0.100145,0.041655,0,0.186565,0.113353,0,0.086633,0.111776,0,-0.642252,0.0837,0,-0.124276,0.041048,0,-0.681712,0.015184,0,-0.018528,0.089702,0,-0.212238,0.031959,0,0.257208,0.084401,131072,,,4685820937852444928,0.649,-1.162,303.9479117569832,-43.33146614808683,10.21359511677,-73.77588704483,4.334E-4,4.173E-4,118.17,4685820937852444928,10.21360232842,0.0228,-73.77589248774,0.0206,-0.0458,0.0242,-1.8931,1.306,0.453,0.026,-1.225,0.026,378,1.1531,419.96,0.0,0.0,31,,,28,1.042,false,11990.6,3.60636,15.490269,4885.37,9.51618,16.116299,10218.8,14.724394,1.26,1.391905,,,0,,,,,497835890,,0.002775,0.003501,0.003932,15.490269,0.002775,11990.6,0.002,0.4298,0.4209,-0.0315,0.054614
2M00412850-7342394,4,5499,10.368762,-73.710968,65.9262,0,131.419998,0.026734,0.191034,0.053366,512,3993.69,96.804,33554944,0.6738,0.0604,0,2.448105,5.355035,65536,,0,-1.014762,0.019513,0,0.030626,0.01736,1.36814,"Mg_a ",0,0,-0.41845,0.022109,0,-0.52451,0.040075,0,0.059152,0.036492,0,0.025837,0.023432,0,-0.091174,0.098314,0,0.169252,0.029373,0,-0.430291,0.0464,0,0.036506,0.025073,0,0.413047,0.112539,0,-0.214826,0.106064,512,,,0,0.085268,0.047482,512,,,512,,,0,-0.668757,0.098314,0,-0.029522,0.098839,512,,,0,-0.989142,0.022441,0,-0.011018,0.085215,0,-0.061088,0.046322,512,,,131584,,,4685824133308033024,0.709,-0.828,303.89314870857027,-43.39868526303953,10.36874801517,-73.71095540298,6.889E-4,5.762E-4,137.93,4685824133308033024,10.36875939617,0.0321,-73.71096005315,0.0295,-0.0305,0.0334,-0.9134,1.269,0.718,0.039,-1.046,0.04,347,-0.6495,337.35,0.0,0.0,31,,,26,0.974,false,6397.58,4.9353,16.172327,2058.13,10.6057,17.054863,6275.41,15.253791,1.303,1.801072,,,0,,,,,497837199,,0.00288,0.006252,0.005057,16.172327,0.00288,6397.58,-0.005,0.6293,0.6407,-0.1759,0.047497
2M00413995-7341184,4,5499,10.416487,-73.688461,80.9548,0,118.564003,0.036762,0.384056,0.070657,512,4561.25,106.621,33554432,1.4532,0.0627,0,2.434557,4.276003,65536,,0,-0.630172,0.0132789,0,-0.031785,0.013051,1.65318,GKg_a,0,0,-0.2126,0.023706,0,-0.33213,0.039562,0,0.17252,0.033909,0,0.051354,0.025578,0,-0.160854,0.085289,0,-0.023904,0.021416,0,-0.520032,0.034934,0,-0.051386,0.019618,0,0.155397,0.117032,0,-0.255116,0.074455,0,-0.13354,0.075657,0,0.019392,0.032138,0,-0.120209,0.038707,0,0.161915,0.108929,0,0.273123,0.104069,0,-0.079872,0.078103,0,-0.138796,0.038087,0,-0.624272,0.014585,0,-0.141958,0.083166,0,-0.206888,0.030008,0,0.049108,0.078508,0,0.304275,0.095009,4685824717423699840,0.576,-1.343,303.8763690569985,-43.42186727878234,10.41644075266,-73.68844363118,4.42E-4,4.145E-4,131.57,4685824717423699840,10.41644908109,0.0226,-73.68844962169,0.0201,0.0402,0.023,1.7497,1.447,0.526,0.026,-1.348,0.027,356,1.9818,419.7,0.064,0.792,31,,,25,1.075,false,13675.1,4.89341,15.347539,5615.49,9.52443,15.965074,11673.8,14.579865,1.264,1.385208,,,0,,,,,497837570,,0.002783,0.003343,0.003933,15.347539,0.002783,13675.1,0.008,0.4301,0.4268,-0.0637,0.078079
2M00410515-7340146,4,5499,10.271477,-73.670746,73.9692,0,192.962997,0.02074,0.226016,0.042738,512,3917.683,92.614,33554944,0.5198,0.0592,0,2.591791,5.260076,65536,,0,-0.984182,0.0192571,0,-0.018079,0.016773,5.14778,"Mg_a ",0,0,-0.3172,0.01935,0,-0.3124,0.03573,0,0.06551,0.033353,0,-0.037878,0.021108,0,-0.201784,0.090109,0,0.026396,0.028384,0,-0.483801,0.045595,0,-0.047155,0.024072,0,1.506087,0.101606,0,0.687594,0.099352,512,,,0,0.004297,0.044056,512,,,512,,,0,-0.168667,0.08693,0,-0.194432,0.090918,512,,,0,-0.949232,0.022411,0,-0.192658,0.07621,0,-0.160998,0.044423,512,,,131337,,,4685825404618291712,0.743,-0.989,303.93371104818374,-43.43736484430641,10.27149113567,-73.67073808696,6.581E-4,5.722E-4,137.22,4685825404618291712,10.27150072169,0.0308,-73.67074342202,0.0285,-0.096,0.0326,-2.947,1.345,0.606,0.038,-1.2,0.039,371,-0.5344,364.64,0.0,0.0,31,,,28,0.979,false,6535.33,6.60626,16.149197,2136.05,11.6326,17.014515,6472.84,15.220159,1.317,1.794356,,,0,,,,,497837393,,0.002966,0.006538,0.004701,16.149197,0.002966,6535.33,0.01,0.6133,0.62,-0.1386,0.031878
2M00432248-7336490,4,5499,10.84368,-73.613632,72.1781,0,94.7024,0.024217,0.172932,0.047376,512,3991.34,95.647,33554944,0.608,0.0608,0,2.401652,5.402872,65536,,0,-1.029962,0.0192213,0,0.079319,0.017204,1.52788,"Mg_a ",0,0,-0.40468,0.021816,0,-0.36762,0.039442,0,0.10033,0.036152,0,0.074625,0.022998,0,-0.277754,0.096982,0,0.158232,0.028907,0,-0.453871,0.045087,0,0.023382,0.024636,0,0.306447,0.110416,0,0.695364,0.104397,512,,,0,0.186838,0.046788,512,,,512,,,0,-0.952837,0.096066,0,-0.007302,0.097007,512,,,0,-1.005162,0.022139,0,-0.193928,0.083454,0,-0.108668,0.045578,512,,,512,,,4685826710288538624,0.742,-1.163,303.71580372375263,-43.50234601918304,10.84361389466,-73.61358880906,6.216E-4,5.76E-4,6.9,4685826710288538624,10.84362434491,0.0305,-73.61359427827,0.0295,-0.0176,0.0326,-0.5387,1.398,0.663,0.036,-1.231,0.039,347,0.6672,373.06,0.0,0.0,31,,,25,1.025,false,6446.26,5.56497,16.164099,2029.81,8.0314,17.069904,6328.62,15.244623,1.297,1.825281,,,0,,,,,497851312,,0.00291,0.005123,0.004511,16.164099,0.00291,6446.26,-0.015,0.5766,0.621,0.0182,0.169363
2M00443499-7340146,4,5499,11.145798,-73.670723,113.309,4,158.895996,0.012236,0.143425,0.025118,512,3805.113,79.868,33554944,0.3224,0.0556,0,2.495227,4.557827,65536,,0,-0.739262,0.0152531,0,-0.057811,0.012914,3.73809,"Mg_a ",0,0,-0.40914,0.011683,0,-0.45482,0.022771,0,0.03094,0.022351,0,-0.092309,0.013953,512,,,0,0.030186,0.021605,0,-0.497911,0.036684,0,-0.205228,0.01826,0,-0.142253,0.068262,0,0.247314,0.067152,512,,,0,0.035003,0.027904,512,,,512,,,0,-0.142177,0.054714,0,0.081758,0.059522,512,,,0,-0.719122,0.018235,0,-0.121538,0.048131,0,-0.149738,0.031201,512,,,131584,,,4685828286575058048,0.491,-1.258,303.5955040380668,-43.4486964902093,11.14574448161,-73.67071391523,5.083E-4,4.67E-4,162.77,4685828286575058048,11.1457536509,0.0253,-73.67071958756,0.0237,0.0459,0.0275,1.6683,1.402,0.58,0.029,-1.276,0.032,362,-0.5494,353.93,0.0,0.0,31,,,26,0.979,false,9436.89,16.1808,15.750295,2546.81,18.7736,16.823551,10167.9,14.729816,1.347,2.093736,,,0,,,,,,,0.003325,0.008476,0.006074,15.750295,0.003325,9436.89,-0.001,0.4707,0.5048,-0.048,0.063277
2M00450402-7330034,4,5523,11.26677,-73.500961,109.303,0,144.574005,0.012098,0.363076,0.024815,512,3949.535,84.335,33554944,0.3859,0.0579,0,2.61951,4.660106,65536,,0,-0.777192,0.0145801,0,-0.030746,0.01302,2.68176,"Mg_a ",0,0,-0.38213,0.014014,0,-0.44252,0.026453,0,0.27501,0.024857,0,-0.043697,0.01578,0,-0.115534,0.06706,0,-0.031726,0.021543,0,-0.480901,0.034953,0,-0.116022,0.018422,0,0.321157,0.077412,0,0.283054,0.070359,512,,,0,0.067853,0.029428,512,,,512,,,0,-0.349967,0.064021,0,-0.075622,0.064329,512,,,0,-0.758132,0.01708,0,-0.206898,0.054918,0,-0.162218,0.031064,512,,,131584,,,4685833582237501952,0.646,-1.129,303.5566738197505,-43.619562543252165,11.26673933499,-73.50089192507,3.861E-4,3.554E-4,117.78,4685833582237501952,11.2667492019,0.019,-73.50089766968,0.0171,-0.0386,0.0196,-1.9733,1.438,0.63,0.023,-1.293,0.023,358,1.3599,390.02,0.046,0.5751,31,,,29,1.051,false,19902.4,16.2875,14.940102,6264.29,22.3967,15.846362,19903.1,14.000595,1.315,1.845767,,,0,,,,,497868842,,0.002895,0.004781,0.004362,14.940102,0.002895,19902.4,0.001,0.3797,0.3623,-0.0683,0.250638
2M00404030-7336285,4,5499,10.167953,-73.607925,73.5118,0,125.008003,0.023058,0.338348,0.047236,512,3896.71,89.461,33554944,0.4757,0.0546,0,2.376348,4.458913,65536,,0,-0.701762,0.0167977,0,-0.056269,0.014128,1.82898,"Mg_a ",0,0,-0.44699,0.014643,0,-0.46797,0.028375,0,0.004834,0.026079,0,-0.075547,0.017331,0,-0.436694,0.072433,0,0.033537,0.02453,0,-0.365021,0.043567,0,-0.230198,0.02104,0,0.209167,0.085019,0,-0.052143,0.079219,512,,,0,-0.032798,0.03306,512,,,512,,,0,-0.163377,0.071428,0,-0.065192,0.072683,512,,,0,-0.669522,0.019654,0,0.217872,0.061257,0,-0.214678,0.035815,512,,,131584,,,4685838216477671168,0.648,-1.148,303.9787154970562,-43.49843857869619,10.16795150583,-73.60792083849,6.226E-4,5.928E-4,55.57,4685838216477671168,10.16796177939,0.0314,-73.6079263989,0.029,0.0024,0.0347,0.0702,1.411,0.652,0.038,-1.251,0.037,352,1.119,390.97,0.1,0.9988,31,,,26,1.042,false,7037.81,5.10213,16.068773,2135.02,8.76241,17.015038,7062.07,15.125566,1.307,1.889472,,,0,,,,,497860725,,0.002866,0.005257,0.004311,16.068773,0.002866,7037.81,-0.013,0.6133,0.6025,0.0457,0.015058
2M00434067-7327401,4,5499,10.919464,-73.461151,67.2123,0,164.128006,0.026817,0.37758,0.060184,512,3990.888,96.251,33554944,0.5394,0.0598,0,2.291079,5.253248,65536,,0,-0.981962,0.0191504,0,0.072469,0.016978,1.48724,"Mg_a ",0,0,-0.40144,0.021331,0,-0.49323,0.038882,0,0.071824,0.035365,0,0.081635,0.022818,0,-0.375314,0.095553,0,0.188582,0.028792,0,-0.352231,0.045972,0,-0.034889,0.024607,0,0.177557,0.109847,0,-0.579466,0.10295,512,,,0,0.152218,0.045751,512,,,512,,,0,0.016603,0.095702,0,0.247868,0.095935,512,,,0,-0.979502,0.022043,0,-0.099088,0.082748,0,-0.077528,0.045018,512,,,131584,,,4685840351107185536,0.595,-1.237,303.69510909312936,-43.65560048220777,10.91940751327,-73.46113923659,6.664E-4,5.677E-4,144.1,4685840351107185536,10.91941653971,0.0288,-73.46114543682,0.0285,-0.0297,0.0315,-0.9426,1.51,0.578,0.037,-1.395,0.04,371,0.5424,394.8,0.0,0.0,31,,,28,1.019,false,6607.27,4.57926,16.137312,2172.78,7.39773,16.996002,6371.43,15.237304,1.293,1.758699,,,0,,,,,497869861,,0.002856,0.004631,0.00427,16.137312,0.002856,6607.27,-0.009,0.6035,0.6342,-0.1512,0.071724
2M00434607-7324461,4,5499,10.941973,-73.412819,78.5107,0,131.425003,0.030285,0.070106,0.065902,512,4456.362,104.184,33554432,1.5203,0.0617,0,2.383636,4.371396,65536,,0,-0.667882,0.0136778,0,-0.010495,0.013286,1.55693,GKg_a,0,0,-0.15306,0.022684,0,-0.109396,0.03879,0,0.18268,0.033102,0,0.056258,0.024292,0,-0.175144,0.085271,0,0.008987,0.021976,0,-0.521811,0.03572,0,-0.063389,0.019892,0,0.411687,0.113624,0,0.292524,0.076824,0,-0.10431,0.077996,0,0.053175,0.032908,0,-0.207919,0.038551,0,0.134175,0.108158,0,-0.046257,0.101073,0,0.033048,0.078944,0,-0.229336,0.039255,0,-0.656522,0.015123,0,-0.245548,0.081183,0,-0.122538,0.031044,0,0.436238,0.078646,131072,,,4685841450618696832,0.472,-1.132,303.6890122474181,-43.70415677349408,10.94196072231,-73.41279933117,4.424E-4,4.222E-4,163.57,4685841450618696832,10.9419696559,0.0212,-73.41280445238,0.0204,0.0525,0.0231,2.2741,1.287,0.574,0.026,-1.152,0.027,395,0.5076,416.89,0.0,0.0,31,,,29,1.017,false,11810.6,3.53255,15.506691,4503.31,7.86556,16.204714,10502.2,14.69469,1.271,1.510024,,,0,,,,,497870424,,0.002774,0.003374,0.0039,15.506691,0.002774,11810.6,-0.001,0.4239,0.4408,-0.0253,0.071923
